year,muni_code,muni,financial_strength_index_2016,rev_to_exp_ratio_2016,exp_public_works_thous_2016
2016,23111,Aichi-ken Nagoya-shi Minato-ku,,,
2016,23112,Aichi-ken Nagoya-shi Minami-ku,,,
2016,23113,Aichi-ken Nagoya-shi Moriyama-ku,,,
2016,23114,Aichi-ken Nagoya-shi Midori-ku,,,
2016,23115,Aichi-ken Nagoya-shi Meito-ku,,,
2016,23116,Aichi-ken Nagoya-shi Tempaku-ku,,,
2016,23201,Aichi-ken Toyohashi-shi,0.97,4.90,"13,300,235.00"
2016,23202,Aichi-ken Okazaki-shi,1.00,5.30,"16,755,850.00"
2016,23203,Aichi-ken Ichinomiya-shi,0.84,3.00,"12,392,028.00"
2016,23204,Aichi-ken Seto-shi,0.86,5.80,"2,604,566.00"
2016,23205,Aichi-ken Handa-shi,0.96,3.20,"6,578,516.00"
2016,23206,Aichi-ken Kasugai-shi,0.97,4.10,"13,399,254.00"
2016,23207,Aichi-ken Toyokawa-shi,0.88,7.40,"6,329,460.00"
2016,23208,Aichi-ken Tsushima-shi,0.74,6.80,"1,641,818.00"
2016,23209,Aichi-ken Hekinan-shi,1.18,8.90,"4,525,964.00"
2016,23210,Aichi-ken Kariya-shi,1.34,12.40,"11,482,282.00"
2016,23211,Aichi-ken Toyota-shi,1.30,3.50,"40,019,204.00"
2016,23212,Aichi-ken Anjo-shi,1.27,7.40,"15,772,906.00"
2016,23213,Aichi-ken Nishio-shi,0.98,5.40,"5,041,540.00"
2016,23214,Aichi-ken Gamagori-shi,0.86,12.60,"1,983,181.00"
2016,23215,Aichi-ken Inuyama-shi,0.91,7.90,"3,338,337.00"
2016,23216,Aichi-ken Tokoname-shi,0.97,5.80,"1,839,851.00"
2016,23217,Aichi-ken Konan-shi,0.81,4.80,"3,125,696.00"
2016,23219,Aichi-ken Komaki-shi,1.18,6.20,"7,998,705.00"
2016,23220,Aichi-ken Inazawa-shi,0.92,7.30,"5,065,496.00"
2016,23221,Aichi-ken Shinshiro-shi,0.60,5.40,"1,609,130.00"
2016,23222,Aichi-ken Tokai-shi,1.27,6.30,"8,573,724.00"
2016,23223,Aichi-ken Obu-shi,1.10,5.70,"3,150,875.00"
2016,23224,Aichi-ken Chita-shi,0.97,5.90,"1,996,393.00"
2016,23225,Aichi-ken Chiryu-shi,0.98,6.70,"4,662,144.00"
2016,23226,Aichi-ken Owariasahi-shi,0.93,4.70,"2,830,621.00"
2016,23227,Aichi-ken Takahama-shi,0.99,9.50,"1,183,627.00"
2016,23228,Aichi-ken Iwakura-shi,0.81,10.70,"1,746,212.00"
2016,23229,Aichi-ken Toyoake-shi,0.91,7.00,"2,402,319.00"
2016,23230,Aichi-ken Nisshin-shi,1.02,6.70,"2,021,276.00"
2016,23231,Aichi-ken Tahara-shi,1.02,4.50,"3,860,738.00"
2016,23232,Aichi-ken Aisai-shi,0.64,5.70,"958,133.00"
2016,23233,Aichi-ken Kiyosu-shi,0.93,3.70,"2,662,348.00"
2016,23234,Aichi-ken Kitanagoya-shi,0.96,5.00,"2,842,314.00"
2016,23235,Aichi-ken Yatomi-shi,0.98,5.20,"997,841.00"
2016,23236,Aichi-ken Miyoshi-shi,1.35,11.60,"3,243,660.00"
2016,23237,Aichi-ken Ama-shi,0.77,5.00,"1,900,409.00"
2016,23238,Aichi-ken Nagakute-shi,1.06,4.00,"3,801,929.00"
2016,23302,Aichi-ken Togo-cho,0.90,5.00,"1,057,366.00"
2016,23342,Aichi-ken Toyoyama-cho,1.07,6.80,"565,429.00"
2016,23361,Aichi-ken Oguchi-cho,1.23,3.50,"1,136,761.00"
2016,23362,Aichi-ken Fuso-cho,0.84,4.90,"754,923.00"
2016,23424,Aichi-ken Oharu-cho,0.85,7.20,"599,279.00"
2016,23425,Aichi-ken Kanie-cho,0.90,4.90,"841,816.00"
2016,23427,Aichi-ken Tobishima-mura,2.11,6.20,"451,078.00"
2016,23441,Aichi-ken Agui-cho,0.83,6.00,"762,846.00"
2016,23442,Aichi-ken Higashiura-cho,0.96,5.40,"1,520,024.00"
2016,23445,Aichi-ken Minamichita-cho,0.53,7.90,"238,579.00"
2016,23446,Aichi-ken Mihama-cho,0.73,6.80,"536,782.00"
2016,23447,Aichi-ken Taketoyo-cho,0.99,3.50,"1,587,732.00"
2016,23501,Aichi-ken Kota-cho,1.18,7.40,"1,510,826.00"
2016,23561,Aichi-ken Shitara-cho,0.24,1.10,"610,668.00"
2016,23562,Aichi-ken Toei-cho,0.19,10.70,"238,791.00"
2016,23563,Aichi-ken Toyone-mura,0.25,8.00,"148,861.00"
2016,24201,Mie-ken Tsu-shi,0.74,0.20,"13,706,432.00"
2016,24202,Mie-ken Yokkaichi-shi,1.00,2.30,"15,767,414.00"
2016,24203,Mie-ken Ise-shi,0.63,2.90,"5,573,081.00"
2016,24204,Mie-ken Matsusaka-shi,0.63,4.00,"5,626,598.00"
2016,24205,Mie-ken Kuwana-shi,0.86,5.70,"5,423,279.00"
2016,24207,Mie-ken Suzuka-shi,0.87,2.90,"8,327,050.00"
2016,24208,Mie-ken Nabari-shi,0.73,1.80,"1,660,984.00"
2016,24209,Mie-ken Owase-shi,0.39,4.50,"322,221.00"
2016,24210,Mie-ken Kameyama-shi,0.95,2.60,"2,000,345.00"
2016,24211,Mie-ken Toba-shi,0.45,4.30,"734,918.00"
2016,24212,Mie-ken Kumano-shi,0.27,7.60,"856,934.00"
2016,24214,Mie-ken Inabe-shi,0.83,4.40,"2,685,960.00"
2016,24215,Mie-ken Shima-shi,0.41,3.80,"1,303,387.00"
2016,24216,Mie-ken Iga-shi,0.64,2.90,"2,924,832.00"
2016,24303,Mie-ken Kisosaki-cho,0.51,4.50,"409,586.00"
2016,24324,Mie-ken Toin-cho,0.82,6.10,"782,426.00"
2016,24341,Mie-ken Komono-cho,0.79,6.40,"1,152,521.00"
2016,24343,Mie-ken Asahi-cho,0.78,7.30,"536,811.00"
2016,24344,Mie-ken Kawagoe-cho,1.28,8.60,"942,936.00"
2016,24441,Mie-ken Taki-cho,0.57,4.30,"651,610.00"
2016,24442,Mie-ken Meiwa-cho,0.57,9.40,"675,523.00"
2016,24443,Mie-ken Odai-cho,0.25,3.80,"682,617.00"
2016,24461,Mie-ken Tamaki-cho,0.60,3.60,"627,555.00"
2016,24470,Mie-ken Watarai-cho,0.32,3.40,"336,916.00"
2016,24471,Mie-ken Taiki-cho,0.19,6.80,"550,943.00"
2016,24472,Mie-ken Minamiise-cho,0.21,3.50,"962,192.00"
2016,24543,Mie-ken Kihoku-cho,0.29,8.80,"462,106.00"
2016,24561,Mie-ken Mihama-cho,0.28,6.10,"331,889.00"
2016,24562,Mie-ken Kiho-cho,0.32,4.90,"673,969.00"
2016,25201,Shiga-ken Otsu-shi,0.81,1.30,"10,552,775.00"
2016,25202,Shiga-ken Hikone-shi,0.78,2.50,"6,121,618.00"
2016,25203,Shiga-ken Nagahama-shi,0.56,3.50,"6,205,859.00"
2016,25204,Shiga-ken Omihachiman-shi,0.68,2.90,"3,173,594.00"
2016,25206,Shiga-ken Kusatsu-shi,0.93,1.50,"9,048,674.00"
2016,25207,Shiga-ken Moriyama-shi,0.85,3.00,"2,320,753.00"
2016,25208,Shiga-ken Ritto-shi,0.98,3.40,"3,084,877.00"
2016,25209,Shiga-ken Koka-shi,0.71,3.80,"3,846,182.00"
2016,25210,Shiga-ken Yasu-shi,0.83,4.10,"1,663,596.00"
2016,25211,Shiga-ken Konan-shi,0.85,2.50,"1,835,018.00"
2016,25212,Shiga-ken Takashima-shi,0.39,4.50,"2,999,148.00"
2016,25213,Shiga-ken Higashiomi-shi,0.66,5.40,"3,583,826.00"
2016,25214,Shiga-ken Maibara-shi,0.57,5.50,"2,261,344.00"
2016,25383,Shiga-ken Hino-cho,0.68,4.20,"755,436.00"
2016,25384,Shiga-ken Ryuo-cho,0.99,4.70,"1,380,441.00"
2016,25425,Shiga-ken Aisho-cho,0.61,8.80,"972,436.00"
2016,25441,Shiga-ken Toyosato-cho,0.42,1.90,"449,157.00"
2016,25442,Shiga-ken Kora-cho,0.40,5.20,"371,347.00"
2016,25443,Shiga-ken Taga-cho,0.69,7.10,"647,945.00"
2016,26100,Kyoto-fu Kyoto-shi,0.81,0.10,"69,888,947.00"
2016,26101,Kyoto-fu Kyoto-shi Kita-ku,,,
2016,26102,Kyoto-fu Kyoto-shi Kamigyo-ku,,,
2016,26103,Kyoto-fu Kyoto-shi Sakyo-ku,,,
2016,26104,Kyoto-fu Kyoto-shi Nakagyo-ku,,,
2016,26105,Kyoto-fu Kyoto-shi Higashiyama-ku,,,
2016,26106,Kyoto-fu Kyoto-shi Shimogyo-ku,,,
2016,26107,Kyoto-fu Kyoto-shi Minami-ku,,,
2016,26108,Kyoto-fu Kyoto-shi Ukyo-ku,,,
2016,26109,Kyoto-fu Kyoto-shi Fushimi-ku,,,
2016,26110,Kyoto-fu Kyoto-shi Yamashina-ku,,,
2016,26111,Kyoto-fu Kyoto-shi Nishikyo-ku,,,
2016,26201,Kyoto-fu Fukuchiyama-shi,0.54,4.30,"3,713,142.00"
2016,26202,Kyoto-fu Maizuru-shi,0.71,0.70,"4,920,497.00"
2016,26203,Kyoto-fu Ayabe-shi,0.49,0.10,"1,332,023.00"
2016,26204,Kyoto-fu Uji-shi,0.76,0.70,"7,467,742.00"
2016,26205,Kyoto-fu Miyazu-shi,0.41,1.60,"1,070,754.00"
2016,26206,Kyoto-fu Kameoka-shi,0.59,2.30,"3,196,843.00"
2016,26207,Kyoto-fu Joyo-shi,0.63,0.10,"3,366,173.00"
2016,26208,Kyoto-fu Muko-shi,0.72,6.70,"1,935,936.00"
2016,26209,Kyoto-fu Nagaokakyo-shi,0.84,5.00,"2,460,812.00"
2016,26210,Kyoto-fu Yawata-shi,0.70,3.90,"2,228,637.00"
2016,26211,Kyoto-fu Kyotanabe-shi,0.78,1.50,"2,769,770.00"
2016,26212,Kyoto-fu Kyotango-shi,0.31,3.90,"2,674,986.00"
2016,26213,Kyoto-fu Nantan-shi,0.34,3.30,"2,229,958.00"
2016,26214,Kyoto-fu Kizugawa-shi,0.66,1.50,"2,486,406.00"
2016,26303,Kyoto-fu Oyamazaki-cho,0.81,3.20,"539,011.00"
2016,26322,Kyoto-fu Kumiyama-cho,1.08,6.00,"653,782.00"
2016,26343,Kyoto-fu Ide-cho,0.36,15.30,"1,059,211.00"
2016,26344,Kyoto-fu Ujitawara-cho,0.63,4.00,"583,575.00"
2016,26364,Kyoto-fu Kasagi-cho,0.23,4.70,"181,917.00"
2016,26365,Kyoto-fu Wazuka-cho,0.21,4.60,"271,526.00"
2016,26366,Kyoto-fu Seika-cho,0.71,0.60,"1,456,269.00"
2016,26367,Kyoto-fu Minamiyamashiro-mura,0.24,6.10,"143,257.00"
2016,26407,Kyoto-fu Kyotamba-cho,0.30,3.50,"833,888.00"
2016,26463,Kyoto-fu Ine-cho,0.11,8.00,"329,858.00"
2016,26465,Kyoto-fu Yosano-cho,0.30,0.10,"1,467,767.00"
2016,27100,Osaka-fu Osaka-shi,0.93,0.10,"161,914,090.00"
2016,27102,Osaka-fu Osaka-shi Miyakojima-ku,,,
2016,27103,Osaka-fu Osaka-shi Fukushima-ku,,,
2016,27104,Osaka-fu Osaka-shi Konohana-ku,,,
2016,27106,Osaka-fu Osaka-shi Nishi-ku,,,
2016,27107,Osaka-fu Osaka-shi Minato-ku,,,
2016,27108,Osaka-fu Osaka-shi Taisho-ku,,,
2016,27109,Osaka-fu Osaka-shi Tennoji-ku,,,
2016,27111,Osaka-fu Osaka-shi Naniwa-ku,,,
2016,27113,Osaka-fu Osaka-shi Nishiyodogawa-ku,,,
2016,27114,Osaka-fu Osaka-shi Higashiyodogawa-ku,,,
2016,27115,Osaka-fu Osaka-shi Higashinari-ku,,,
2016,27116,Osaka-fu Osaka-shi Ikuno-ku,,,
2016,27117,Osaka-fu Osaka-shi Asahi-ku,,,
2016,27118,Osaka-fu Osaka-shi Joto-ku,,,
2016,27119,Osaka-fu Osaka-shi Abeno-ku,,,
2016,27120,Osaka-fu Osaka-shi Sumiyoshi-ku,,,
2016,27121,Osaka-fu Osaka-shi Higashisumiyoshi-ku,,,
2016,27122,Osaka-fu Osaka-shi Nishinari-ku,,,
2016,27123,Osaka-fu Osaka-shi Yodogawa-ku,,,
2016,27124,Osaka-fu Osaka-shi Tsurumi-ku,,,
2016,27125,Osaka-fu Osaka-shi Suminoe-ku,,,
2016,27126,Osaka-fu Osaka-shi Hirano-ku,,,
2016,27127,Osaka-fu Osaka-shi Kita-ku,,,
2016,27128,Osaka-fu Osaka-shi Chuo-ku,,,
2016,27140,Osaka-fu Sakai-shi,0.85,1.30,"48,517,335.00"
2016,27141,Osaka-fu Sakai-shi Sakai-ku,,,
2016,27142,Osaka-fu Sakai-shi Naka-ku,,,
2016,27143,Osaka-fu Sakai-shi Higashi-ku,,,
2016,27144,Osaka-fu Sakai-shi Nishi-ku,,,
2016,27145,Osaka-fu Sakai-shi Minami-ku,,,
2016,27146,Osaka-fu Sakai-shi Kita-ku,,,
2016,27147,Osaka-fu Sakai-shi Mihara-ku,,,
2016,27202,Osaka-fu Kishiwada-shi,0.60,0.20,"6,204,696.00"
2016,27203,Osaka-fu Toyonaka-shi,0.91,0.00,"9,537,495.00"
2016,27204,Osaka-fu Ikeda-shi,0.85,4.60,"2,454,454.00"
2016,27205,Osaka-fu Suita-shi,0.98,0.80,"16,311,354.00"
2016,27206,Osaka-fu Izumiotsu-shi,0.72,1.60,"3,577,730.00"
2016,27207,Osaka-fu Takatsuki-shi,0.80,1.40,"12,044,643.00"
2016,27208,Osaka-fu Kaizuka-shi,0.69,0.40,"2,335,744.00"
2016,27209,Osaka-fu Moriguchi-shi,0.74,1.20,"4,014,771.00"
2016,27210,Osaka-fu Hirakata-shi,0.80,2.20,"12,372,282.00"
2016,27211,Osaka-fu Ibaraki-shi,0.96,1.80,"9,956,710.00"
2016,27212,Osaka-fu Yao-shi,0.75,0.10,"8,060,920.00"
2016,27213,Osaka-fu Izumisano-shi,0.94,0.20,"3,649,164.00"
2016,27214,Osaka-fu Tondabayashi-shi,0.65,2.40,"2,720,915.00"
2016,27215,Osaka-fu Neyagawa-shi,0.67,3.40,"8,497,692.00"
2016,27216,Osaka-fu Kawachinagano-shi,0.65,0.10,"2,701,088.00"
2016,27217,Osaka-fu Matsubara-shi,0.60,0.60,"4,189,815.00"
2016,27218,Osaka-fu Daito-shi,0.76,2.00,"3,819,540.00"
2016,27219,Osaka-fu Izumi-shi,0.72,0.70,"4,461,415.00"
2016,27220,Osaka-fu Minoh-shi,0.96,8.60,"7,911,730.00"
2016,27221,Osaka-fu Kashiwara-shi,0.63,1.20,"2,475,483.00"
2016,27222,Osaka-fu Habikino-shi,0.56,2.30,"3,016,049.00"
2016,27223,Osaka-fu Kadoma-shi,0.69,0.00,"4,779,245.00"
2016,27224,Osaka-fu Settsu-shi,0.98,1.50,"3,925,519.00"
2016,27225,Osaka-fu Takaishi-shi,0.86,0.80,"3,498,823.00"
2016,27226,Osaka-fu Fujiidera-shi,0.62,0.10,"1,756,933.00"
2016,27227,Osaka-fu Higashiosaka-shi,0.75,1.50,"19,753,412.00"
2016,27228,Osaka-fu Sennan-shi,0.76,0.00,"1,414,189.00"
2016,27229,Osaka-fu Shijonawate-shi,0.61,3.90,"1,565,666.00"
2016,27230,Osaka-fu Katano-shi,0.71,3.00,"2,190,450.00"
2016,27231,Osaka-fu Osakasayama-shi,0.71,4.30,"1,183,830.00"
2016,27232,Osaka-fu Hannan-shi,0.55,2.60,"1,510,427.00"
2016,27301,Osaka-fu Shimamoto-cho,0.79,0.80,"854,071.00"
2016,27321,Osaka-fu Toyono-cho,0.51,3.20,"410,832.00"
2016,27322,Osaka-fu Nose-cho,0.42,5.30,"410,821.00"
2016,27341,Osaka-fu Tadaoka-cho,0.57,0.20,"564,570.00"
2016,27361,Osaka-fu Kumatori-cho,0.64,0.60,"1,275,483.00"
2016,27362,Osaka-fu Tajiri-cho,1.37,7.60,"662,625.00"
2016,27366,Osaka-fu Misaki-cho,0.53,1.30,"1,404,053.00"
2016,27381,Osaka-fu Taishi-cho,0.52,3.00,"390,574.00"
2016,27382,Osaka-fu Kanan-cho,0.46,2.70,"466,880.00"
2016,27383,Osaka-fu Chihayaakasaka-mura,0.31,6.80,"273,925.00"
2016,28100,Hyogo-ken Kobe-shi,0.80,0.20,"94,735,747.00"
2016,28101,Hyogo-ken Kobe-shi Higashinada-ku,,,
2016,28102,Hyogo-ken Kobe-shi Nada-ku,,,
2016,28105,Hyogo-ken Kobe-shi Hyogo-ku,,,
2016,28106,Hyogo-ken Kobe-shi Nagata-ku,,,
2016,28107,Hyogo-ken Kobe-shi Suma-ku,,,
2016,28108,Hyogo-ken Kobe-shi Tarumi-ku,,,
2016,28109,Hyogo-ken Kobe-shi Kita-ku,,,
2016,28110,Hyogo-ken Kobe-shi Chuo-ku,,,
2016,28111,Hyogo-ken Kobe-shi Nishi-ku,,,
2016,28201,Hyogo-ken Himeji-shi,0.87,4.60,"31,588,514.00"
2016,28202,Hyogo-ken Amagasaki-shi,0.82,0.30,"19,381,410.00"
2016,28203,Hyogo-ken Akashi-shi,0.78,2.20,"15,990,026.00"
2016,28204,Hyogo-ken Nishinomiya-shi,0.91,2.50,"17,036,092.00"
2016,28205,Hyogo-ken Sumoto-shi,0.46,3.20,"2,419,239.00"
2016,28206,Hyogo-ken Ashiya-shi,0.95,2.50,"5,332,765.00"
2016,28207,Hyogo-ken Itami-shi,0.83,1.40,"5,474,174.00"
2016,28208,Hyogo-ken Aioi-shi,0.55,4.80,"2,144,621.00"
2016,28209,Hyogo-ken Toyooka-shi,0.39,3.30,"5,926,334.00"
2016,28210,Hyogo-ken Kakogawa-shi,0.88,0.70,"7,253,156.00"
2016,28212,Hyogo-ken Ako-shi,0.72,0.90,"3,035,109.00"
2016,28213,Hyogo-ken Nishiwaki-shi,0.47,4.30,"2,365,912.00"
2016,28214,Hyogo-ken Takarazuka-shi,0.88,0.90,"6,521,484.00"
2016,28215,Hyogo-ken Miki-shi,0.70,0.50,"2,330,945.00"
2016,28216,Hyogo-ken Takasago-shi,0.90,1.80,"5,403,109.00"
2016,28217,Hyogo-ken Kawanishi-shi,0.74,1.00,"6,517,625.00"
2016,28218,Hyogo-ken Ono-shi,0.68,2.80,"2,105,387.00"
2016,28219,Hyogo-ken Sanda-shi,0.84,1.60,"5,087,570.00"
2016,28220,Hyogo-ken Kasai-shi,0.64,0.20,"1,492,037.00"
2016,28221,Hyogo-ken Sasayama-shi,0.40,3.80,"1,868,161.00"
2016,28222,Hyogo-ken Yabu-shi,0.23,5.10,"1,405,403.00"
2016,28223,Hyogo-ken Tamba-shi,0.43,8.20,"5,213,862.00"
2016,28224,Hyogo-ken Minamiawaji-shi,0.41,1.60,"3,059,472.00"
2016,28225,Hyogo-ken Asago-shi,0.41,3.40,"2,150,342.00"
2016,28226,Hyogo-ken Awaji-shi,0.34,2.80,"2,808,042.00"
2016,28227,Hyogo-ken Shiso-shi,0.35,2.90,"2,131,775.00"
2016,28228,Hyogo-ken Kato-shi,0.72,3.60,"2,332,848.00"
2016,28229,Hyogo-ken Tatsuno-shi,0.58,3.60,"5,989,468.00"
2016,28301,Hyogo-ken Inagawa-cho,0.61,2.00,"1,028,788.00"
2016,28365,Hyogo-ken Taka-cho,0.33,1.30,"845,028.00"
2016,28381,Hyogo-ken Inami-cho,0.75,9.80,"888,183.00"
2016,28382,Hyogo-ken Harima-cho,0.89,10.10,"1,068,509.00"
2016,28442,Hyogo-ken Ichikawa-cho,0.39,1.80,"414,373.00"
2016,28443,Hyogo-ken Fukusaki-cho,0.73,1.60,"1,995,100.00"
2016,28446,Hyogo-ken Kamikawa-cho,0.42,4.30,"995,164.00"
2016,28464,Hyogo-ken Taishi-cho,0.69,2.40,"1,851,868.00"
2016,28481,Hyogo-ken Kamigori-cho,0.57,1.00,"836,277.00"
2016,28501,Hyogo-ken Sayo-cho,0.31,0.80,"1,200,578.00"
2016,28585,Hyogo-ken Kami-cho,0.25,4.20,"1,502,963.00"
2016,28586,Hyogo-ken Shinonsen-cho,0.26,8.10,"1,164,771.00"
2016,29201,Nara-ken Nara-shi,0.76,0.60,"7,716,015.00"
2016,29202,Nara-ken Yamatotakada-shi,0.48,6.70,"1,588,075.00"
2016,29203,Nara-ken Yamatokoriyama-shi,0.70,2.90,"2,619,012.00"
2016,29204,Nara-ken Tenri-shi,0.58,5.40,"3,674,272.00"
2016,29205,Nara-ken Kashihara-shi,0.70,3.90,"4,188,238.00"
2016,29206,Nara-ken Sakurai-shi,0.53,4.30,"1,534,665.00"
2016,29207,Nara-ken Gojo-shi,0.35,3.50,"2,537,161.00"
2016,29208,Nara-ken Gose-shi,0.40,7.90,"1,150,734.00"
2016,29209,Nara-ken Ikoma-shi,0.82,3.10,"2,827,717.00"
2016,29210,Nara-ken Kashiba-shi,0.68,2.10,"2,001,527.00"
2016,29211,Nara-ken Katsuragi-shi,0.53,1.90,"2,850,925.00"
2016,29212,Nara-ken Uda-shi,0.30,3.20,"1,381,676.00"
2016,29322,Nara-ken Yamazoe-mura,0.29,3.90,"146,648.00"
2016,29342,Nara-ken Heguri-cho,0.49,3.80,"1,182,734.00"
2016,29343,Nara-ken Sango-cho,0.48,5.80,"982,014.00"
2016,29344,Nara-ken Ikaruga-cho,0.55,4.40,"933,584.00"
2016,29345,Nara-ken Ando-cho,0.36,18.50,"288,402.00"
2016,29361,Nara-ken Kawanishi-cho,0.48,7.60,"420,682.00"
2016,29362,Nara-ken Miyake-cho,0.30,8.50,"735,598.00"
2016,29363,Nara-ken Tawaramoto-cho,0.56,6.40,"1,515,164.00"
2016,29385,Nara-ken Soni-mura,0.12,8.30,"227,022.00"
2016,29386,Nara-ken Mitsue-mura,0.11,20.80,"253,591.00"
2016,29401,Nara-ken Takatori-cho,0.32,12.70,"243,900.00"
2016,29402,Nara-ken Asuka-mura,0.24,13.70,"483,154.00"
2016,29424,Nara-ken Kammaki-cho,0.48,3.40,"589,724.00"
2016,29425,Nara-ken Oji-cho,0.65,7.00,"702,180.00"
2016,29426,Nara-ken Koryo-cho,0.60,5.70,"850,063.00"
2016,29427,Nara-ken Kawai-cho,0.53,0.60,"605,775.00"
2016,29441,Nara-ken Yoshino-cho,0.26,11.50,"494,565.00"
2016,29442,Nara-ken Oyodo-cho,0.45,1.30,"434,828.00"
2016,29443,Nara-ken Shimoichi-cho,0.22,8.90,"432,616.00"
2016,29444,Nara-ken Kurotaki-mura,0.10,10.60,"109,350.00"
2016,29446,Nara-ken Tenkawa-mura,0.13,17.10,"331,404.00"
2016,29447,Nara-ken Nosegawa-mura,0.09,35.10,"227,940.00"
2016,29449,Nara-ken Totsukawa-mura,0.20,3.40,"1,026,848.00"
2016,29450,Nara-ken Shimokitayama-mura,0.20,3.60,"209,855.00"
2016,29451,Nara-ken Kamikitayama-mura,0.10,20.30,"127,787.00"
2016,29452,Nara-ken Kawakami-mura,0.16,22.20,"208,082.00"
2016,29453,Nara-ken Higashiyoshino-mura,0.12,72.70,"183,314.00"
2016,30201,Wakayama-ken Wakayama-shi,0.81,0.30,"20,551,722.00"
2016,30202,Wakayama-ken Kainan-shi,0.57,4.90,"1,867,676.00"
2016,30203,Wakayama-ken Hashimoto-shi,0.47,2.50,"2,317,669.00"
2016,30204,Wakayama-ken Arida-shi,0.50,13.40,"1,088,161.00"
2016,30205,Wakayama-ken Gobo-shi,0.52,0.90,"784,014.00"
2016,30206,Wakayama-ken Tanabe-shi,0.38,6.40,"3,951,941.00"
2016,30207,Wakayama-ken Shingu-shi,0.37,6.60,"761,458.00"
2016,30208,Wakayama-ken Kinokawa-shi,0.41,3.30,"2,851,353.00"
2016,30209,Wakayama-ken Iwade-shi,0.64,4.50,"1,624,576.00"
2016,30304,Wakayama-ken Kimino-cho,0.21,10.70,"447,044.00"
2016,30341,Wakayama-ken Katsuragi-cho,0.37,4.30,"1,087,104.00"
2016,30343,Wakayama-ken Kudoyama-cho,0.21,1.70,"251,510.00"
2016,30344,Wakayama-ken Koya-cho,0.20,5.40,"410,184.00"
2016,30361,Wakayama-ken Yuasa-cho,0.34,5.30,"272,736.00"
2016,30362,Wakayama-ken Hirogawa-cho,0.30,3.70,"439,144.00"
2016,30366,Wakayama-ken Aridagawa-cho,0.35,3.30,"1,220,448.00"
2016,30381,Wakayama-ken Mihama-cho,0.30,7.80,"286,189.00"
2016,30382,Wakayama-ken Hidaka-cho,0.29,11.50,"95,270.00"
2016,30383,Wakayama-ken Yura-cho,0.34,3.40,"452,531.00"
2016,30390,Wakayama-ken Inami-cho,0.32,3.70,"540,046.00"
2016,30391,Wakayama-ken Minabe-cho,0.31,11.40,"934,958.00"
2016,30392,Wakayama-ken Hidakagawa-cho,0.23,3.20,"1,044,978.00"
2016,30401,Wakayama-ken Shirahama-cho,0.47,1.20,"867,031.00"
2016,30404,Wakayama-ken Kamitonda-cho,0.48,1.40,"352,622.00"
2016,30406,Wakayama-ken Susami-cho,0.19,2.40,"143,222.00"
2016,30421,Wakayama-ken Nachikatsuura-cho,0.34,3.30,"492,036.00"
2016,30422,Wakayama-ken Taiji-cho,0.20,9.50,"183,693.00"
2016,30424,Wakayama-ken Kozagawa-cho,0.12,24.90,"277,311.00"
2016,30427,Wakayama-ken Kitayama-mura,0.10,18.90,"123,876.00"
2016,30428,Wakayama-ken Kushimoto-cho,0.28,4.00,"752,083.00"
2016,31201,Tottori-ken Tottori-shi,0.52,2.50,"7,647,570.00"
2016,31202,Tottori-ken Yonago-shi,0.67,3.50,"5,105,882.00"
2016,31203,Tottori-ken Kurayoshi-shi,0.44,5.30,"2,711,418.00"
2016,31204,Tottori-ken Sakaiminato-shi,0.54,2.20,"1,536,074.00"
2016,31302,Tottori-ken Iwami-cho,0.27,2.20,"631,983.00"
2016,31325,Tottori-ken Wakasa-cho,0.13,7.70,"339,800.00"
2016,31328,Tottori-ken Chizu-cho,0.21,8.10,"547,519.00"
2016,31329,Tottori-ken Yazu-cho,0.23,8.80,"565,618.00"
2016,31364,Tottori-ken Misasa-cho,0.24,2.90,"326,221.00"
2016,31370,Tottori-ken Yurihama-cho,0.27,5.60,"950,728.00"
2016,31371,Tottori-ken Kotoura-cho,0.33,3.20,"1,092,994.00"
2016,31372,Tottori-ken Hokuei-cho,0.31,4.90,"1,288,445.00"
2016,31384,Tottori-ken Hiezu-son,0.73,1.00,"106,390.00"
2016,31386,Tottori-ken Daisen-cho,0.26,7.10,"943,842.00"
2016,31389,Tottori-ken Nambu-cho,0.27,3.50,"388,761.00"
2016,31390,Tottori-ken Hoki-cho,0.31,3.30,"458,413.00"
2016,31401,Tottori-ken Nichinan-cho,0.14,9.70,"516,904.00"
2016,31402,Tottori-ken Hino-cho,0.18,10.40,"202,721.00"
2016,31403,Tottori-ken Kofu-cho,0.33,11.50,"291,952.00"
2016,32201,Shimane-ken Matsue-shi,0.57,2.00,"9,968,728.00"
2016,32202,Shimane-ken Hamada-shi,0.41,2.70,"3,563,045.00"
2016,32203,Shimane-ken Izumo-shi,0.52,2.70,"6,703,076.00"
2016,32204,Shimane-ken Masuda-shi,0.40,2.50,"2,434,551.00"
2016,32205,Shimane-ken Oda-shi,0.28,2.50,"1,571,406.00"
2016,32206,Shimane-ken Yasugi-shi,0.37,3.60,"2,399,619.00"
2016,32207,Shimane-ken Gotsu-shi,0.33,4.30,"1,594,417.00"
2016,32209,Shimane-ken Unnan-shi,0.25,2.10,"2,885,412.00"
2016,32343,Shimane-ken Okuizumo-cho,0.18,2.50,"1,827,780.00"
2016,32386,Shimane-ken Iinan-cho,0.13,1.90,"875,932.00"
