year,muni_code,muni,financial_strength_index_2016,rev_to_exp_ratio_2016,exp_public_works_thous_2016
2016,06403,Yamagata-ken Iide-machi,0.19,7.10,"728,965.00"
2016,06426,Yamagata-ken Mikawa-machi,0.38,6.70,"437,994.00"
2016,06428,Yamagata-ken Shonai-machi,0.31,7.90,"1,302,871.00"
2016,06461,Yamagata-ken Yuza-machi,0.28,9.20,"803,154.00"
2016,07201,Fukushima-ken Fukushima-shi,0.75,7.00,"11,720,990.00"
2016,07202,Fukushima-ken Aizuwakamatsu-shi,0.62,6.30,"4,029,827.00"
2016,07203,Fukushima-ken Koriyama-shi,0.79,5.90,"16,483,611.00"
2016,07204,Fukushima-ken Iwaki-shi,0.75,5.20,"28,315,144.00"
2016,07205,Fukushima-ken Shirakawa-shi,0.60,7.10,"3,029,419.00"
2016,07207,Fukushima-ken Sukagawa-shi,0.58,6.10,"2,990,073.00"
2016,07208,Fukushima-ken Kitakata-shi,0.37,2.70,"2,700,002.00"
2016,07209,Fukushima-ken Soma-shi,0.64,4.00,"5,631,293.00"
2016,07210,Fukushima-ken Nihonmatsu-shi,0.44,9.00,"3,260,447.00"
2016,07211,Fukushima-ken Tamura-shi,0.33,6.50,"2,517,406.00"
2016,07212,Fukushima-ken Minamisoma-shi,0.64,8.10,"4,991,416.00"
2016,07213,Fukushima-ken Date-shi,0.40,9.50,"2,414,000.00"
2016,07214,Fukushima-ken Motomiya-shi,0.63,9.00,"1,951,586.00"
2016,07301,Fukushima-ken Kori-machi,0.45,8.90,"1,493,528.00"
2016,07303,Fukushima-ken Kunimi-machi,0.29,11.20,"1,265,698.00"
2016,07308,Fukushima-ken Kawamata-machi,0.36,10.70,"1,299,202.00"
2016,07322,Fukushima-ken Otama-mura,0.36,12.10,"425,387.00"
2016,07342,Fukushima-ken Kagamiishi-machi,0.55,3.40,"552,801.00"
2016,07344,Fukushima-ken Tenei-mura,0.30,5.60,"361,216.00"
2016,07362,Fukushima-ken Shimogo-machi,0.37,11.80,"878,131.00"
2016,07364,Fukushima-ken Hinoemata-mura,0.36,7.70,"85,814.00"
2016,07367,Fukushima-ken Tadami-machi,0.25,4.20,"644,838.00"
2016,07368,Fukushima-ken Minamiaizu-machi,0.23,3.60,"1,241,616.00"
2016,07402,Fukushima-ken Kitashiobara-mura,0.25,9.00,"301,167.00"
2016,07405,Fukushima-ken Nishiaizu-machi,0.20,4.50,"991,205.00"
2016,07407,Fukushima-ken Bandai-machi,0.28,6.20,"690,670.00"
2016,07408,Fukushima-ken Inawashiro-machi,0.39,4.20,"2,568,900.00"
2016,07421,Fukushima-ken Aizubange-machi,0.38,2.60,"737,784.00"
2016,07422,Fukushima-ken Yugawa-mura,0.25,6.00,"132,992.00"
2016,07423,Fukushima-ken Yanaizu-machi,0.18,7.00,"399,395.00"
2016,07444,Fukushima-ken Mishima-machi,0.14,16.10,"470,622.00"
2016,07445,Fukushima-ken Kaneyama-machi,0.23,9.80,"394,150.00"
2016,07446,Fukushima-ken Showa-mura,0.09,6.00,"282,623.00"
2016,07447,Fukushima-ken Aizumisato-machi,0.27,3.40,"796,357.00"
2016,07461,Fukushima-ken Nishigo-mura,0.90,5.90,"904,296.00"
2016,07464,Fukushima-ken Izumizaki-mura,0.54,15.00,"131,969.00"
2016,07465,Fukushima-ken Nakajima-mura,0.30,11.70,"165,105.00"
2016,07466,Fukushima-ken Yabuki-machi,0.55,4.60,"1,451,100.00"
2016,07481,Fukushima-ken Tanagura-machi,0.56,6.90,"696,706.00"
2016,07482,Fukushima-ken Yamatsuri-machi,0.37,6.90,"197,710.00"
2016,07483,Fukushima-ken Hanawa-machi,0.27,4.10,"583,748.00"
2016,07484,Fukushima-ken Samegawa-mura,0.16,6.20,"165,698.00"
2016,07501,Fukushima-ken Ishikawa-machi,0.42,7.10,"527,436.00"
2016,07502,Fukushima-ken Tamakawa-mura,0.34,6.00,"126,762.00"
2016,07503,Fukushima-ken Hirata-mura,0.27,7.10,"325,652.00"
2016,07504,Fukushima-ken Asakawa-machi,0.34,8.90,"471,585.00"
2016,07505,Fukushima-ken Furudono-machi,0.23,3.30,"371,621.00"
2016,07521,Fukushima-ken Miharu-machi,0.41,4.30,"699,246.00"
2016,07522,Fukushima-ken Ono-machi,0.34,5.30,"511,614.00"
2016,07541,Fukushima-ken Hirono-machi,1.38,39.90,"1,968,070.00"
2016,07542,Fukushima-ken Naraha-machi,0.81,48.00,"5,746,609.00"
2016,07543,Fukushima-ken Tomioka-machi,0.83,62.60,"3,909,096.00"
2016,07544,Fukushima-ken Kawauchi-mura,0.29,5.10,"467,535.00"
2016,07545,Fukushima-ken Okuma-machi,1.61,5.20,"716,956.00"
2016,07546,Fukushima-ken Futaba-machi,0.72,23.30,"593,606.00"
2016,07547,Fukushima-ken Namie-machi,0.42,6.50,"3,441,889.00"
2016,07548,Fukushima-ken Katsurao-mura,0.15,4.80,"2,815,180.00"
2016,07561,Fukushima-ken Shinchi-machi,0.79,4.10,"7,056,536.00"
2016,07564,Fukushima-ken Iitate-mura,0.25,13.60,"748,394.00"
2016,08201,Ibaraki-ken Mito-shi,0.85,4.20,"16,591,627.00"
2016,08202,Ibaraki-ken Hitachi-shi,0.83,7.10,"9,053,375.00"
2016,08203,Ibaraki-ken Tsuchiura-shi,0.88,3.10,"7,505,847.00"
2016,08204,Ibaraki-ken Koga-shi,0.75,4.30,"4,765,827.00"
2016,08205,Ibaraki-ken Ishioka-shi,0.61,6.40,"4,256,883.00"
2016,08207,Ibaraki-ken Yuki-shi,0.70,5.90,"1,940,574.00"
2016,08208,Ibaraki-ken Ryugasaki-shi,0.75,6.10,"1,591,498.00"
2016,08210,Ibaraki-ken Shimotsuma-shi,0.67,8.30,"2,714,915.00"
2016,08211,Ibaraki-ken Joso-shi,0.73,6.80,"3,034,681.00"
2016,08212,Ibaraki-ken Hitachiota-shi,0.41,5.70,"2,209,876.00"
2016,08214,Ibaraki-ken Takahagi-shi,0.60,8.60,"1,282,995.00"
2016,08215,Ibaraki-ken Kitaibaraki-shi,0.67,8.40,"2,289,803.00"
2016,08216,Ibaraki-ken Kasama-shi,0.62,3.70,"2,916,199.00"
2016,08217,Ibaraki-ken Toride-shi,0.73,4.00,"5,024,955.00"
2016,08219,Ibaraki-ken Ushiku-shi,0.88,5.70,"2,195,347.00"
2016,08220,Ibaraki-ken Tsukuba-shi,1.00,3.20,"9,221,101.00"
2016,08221,Ibaraki-ken Hitachinaka-shi,0.94,6.10,"7,325,235.00"
2016,08222,Ibaraki-ken Kashima-shi,0.98,6.10,"5,027,315.00"
2016,08223,Ibaraki-ken Itako-shi,0.49,12.40,"2,009,860.00"
2016,08224,Ibaraki-ken Moriya-shi,0.98,6.50,"1,741,612.00"
2016,08225,Ibaraki-ken Hitachiomiya-shi,0.43,9.80,"2,342,275.00"
2016,08226,Ibaraki-ken Naka-shi,0.65,5.40,"2,110,577.00"
2016,08227,Ibaraki-ken Chikusei-shi,0.68,8.10,"3,720,982.00"
2016,08228,Ibaraki-ken Bando-shi,0.64,7.20,"2,873,087.00"
2016,08229,Ibaraki-ken Inashiki-shi,0.52,4.80,"1,931,926.00"
2016,08230,Ibaraki-ken Kasumigaura-shi,0.61,6.90,"1,866,955.00"
2016,08231,Ibaraki-ken Sakuragawa-shi,0.49,13.30,"1,394,422.00"
2016,08232,Ibaraki-ken Kamisu-shi,1.33,11.00,"8,626,608.00"
2016,08233,Ibaraki-ken Namegata-shi,0.43,3.90,"1,983,510.00"
2016,08234,Ibaraki-ken Hokota-shi,0.43,10.60,"2,051,497.00"
2016,08235,Ibaraki-ken Tsukubamirai-shi,0.80,5.80,"2,629,000.00"
2016,08236,Ibaraki-ken Omitama-shi,0.62,4.50,"3,653,347.00"
2016,08302,Ibaraki-ken Ibaraki-machi,0.56,4.20,"1,008,911.00"
2016,08309,Ibaraki-ken Oarai-machi,0.72,12.60,"2,303,274.00"
2016,08310,Ibaraki-ken Shirosato-machi,0.37,6.30,"1,166,276.00"
2016,08341,Ibaraki-ken Tokai-mura,1.52,4.00,"3,871,434.00"
2016,08364,Ibaraki-ken Daigo-machi,0.32,8.40,"1,017,594.00"
2016,08442,Ibaraki-ken Miho-mura,0.76,4.60,"540,740.00"
2016,08443,Ibaraki-ken Ami-machi,0.90,7.80,"2,010,009.00"
2016,08447,Ibaraki-ken Kawachi-machi,0.37,13.70,"406,475.00"
2016,08521,Ibaraki-ken Yachiyo-machi,0.58,9.10,"739,807.00"
2016,08542,Ibaraki-ken Goka-machi,0.82,10.60,"631,906.00"
2016,08546,Ibaraki-ken Sakai-machi,0.68,3.80,"772,861.00"
2016,08564,Ibaraki-ken Tone-machi,0.43,4.70,"401,964.00"
2016,09201,Tochigi-ken Utsunomiya-shi,0.98,1.20,"27,713,780.00"
2016,09202,Tochigi-ken Ashikaga-shi,0.73,4.30,"6,329,431.00"
2016,09203,Tochigi-ken Tochigi-shi,0.73,5.90,"6,010,839.00"
2016,09204,Tochigi-ken Sano-shi,0.71,8.90,"4,427,702.00"
2016,09205,Tochigi-ken Kanuma-shi,0.72,5.90,"3,263,206.00"
2016,09206,Tochigi-ken Nikko-shi,0.62,6.80,"3,627,184.00"
2016,09208,Tochigi-ken Oyama-shi,0.97,4.90,"7,144,032.00"
2016,09209,Tochigi-ken Moka-shi,0.82,8.10,"3,702,719.00"
2016,09210,Tochigi-ken Ohtawara-shi,0.64,4.80,"3,611,534.00"
2016,09211,Tochigi-ken Yaita-shi,0.68,10.90,"1,294,670.00"
2016,09213,Tochigi-ken Nasushiobara-shi,0.81,7.30,"4,669,398.00"
2016,09214,Tochigi-ken Sakura-shi,0.76,14.90,"1,820,985.00"
2016,09215,Tochigi-ken Nasukarasuyama-shi,0.44,6.90,"825,615.00"
2016,09216,Tochigi-ken Shimotsuke-shi,0.78,8.20,"3,038,959.00"
2016,09301,Tochigi-ken Kaminokawa-machi,1.00,3.40,"1,083,391.00"
2016,09342,Tochigi-ken Mashiko-machi,0.55,9.00,"446,700.00"
2016,09343,Tochigi-ken Motegi-machi,0.41,12.90,"657,761.00"
2016,09344,Tochigi-ken Ichikai-machi,0.73,22.20,"399,357.00"
2016,09345,Tochigi-ken Haga-machi,1.05,8.70,"953,726.00"
2016,09361,Tochigi-ken Mibu-machi,0.71,5.50,"1,422,810.00"
2016,09364,Tochigi-ken Nogi-machi,0.85,6.10,"981,854.00"
2016,09384,Tochigi-ken Shioya-machi,0.45,6.10,"234,963.00"
2016,09386,Tochigi-ken Takanezawa-machi,0.77,5.40,"829,663.00"
2016,09407,Tochigi-ken Nasu-machi,0.77,12.60,"782,415.00"
2016,09411,Tochigi-ken Nakagawa-machi,0.39,10.00,"683,241.00"
2016,10201,Gumma-ken Maebashi-shi,0.80,2.10,"14,964,407.00"
2016,10202,Gumma-ken Takasaki-shi,0.85,4.80,"17,203,991.00"
2016,10203,Gumma-ken Kiryu-shi,0.57,7.30,"4,860,366.00"
2016,10204,Gumma-ken Isesaki-shi,0.83,4.70,"6,898,207.00"
2016,10205,Gumma-ken Ota-shi,1.01,6.80,"8,044,610.00"
2016,10206,Gumma-ken Numata-shi,0.51,4.80,"2,761,861.00"
2016,10207,Gumma-ken Tatebayashi-shi,0.84,11.60,"3,020,847.00"
2016,10208,Gumma-ken Shibukawa-shi,0.61,8.00,"2,464,931.00"
2016,10209,Gumma-ken Fujioka-shi,0.64,4.00,"2,983,276.00"
2016,10210,Gumma-ken Tomioka-shi,0.64,10.30,"1,687,967.00"
2016,10211,Gumma-ken Annaka-shi,0.77,6.00,"1,677,434.00"
2016,10212,Gumma-ken Midori-shi,0.64,10.50,"1,648,609.00"
2016,10344,Gumma-ken Shinto-mura,0.54,6.00,"442,783.00"
2016,10345,Gumma-ken Yoshioka-machi,0.67,0.40,"757,161.00"
2016,10366,Gumma-ken Ueno-mura,0.99,11.10,"149,731.00"
2016,10367,Gumma-ken Kanna-machi,0.13,3.30,"223,302.00"
2016,10382,Gumma-ken Shimonita-machi,0.29,1.80,"238,184.00"
2016,10383,Gumma-ken Nammoku-mura,0.14,10.40,"184,313.00"
2016,10384,Gumma-ken Kanra-machi,0.47,5.50,"707,372.00"
2016,10421,Gumma-ken Nakanojo-machi,0.39,8.50,"684,060.00"
2016,10424,Gumma-ken Naganohara-machi,0.43,16.90,"1,854,373.00"
2016,10425,Gumma-ken Tsumagoi-mura,0.41,12.00,"793,826.00"
2016,10426,Gumma-ken Kusatsu-machi,0.76,7.30,"768,134.00"
2016,10428,Gumma-ken Takayama-mura,0.30,3.80,"87,369.00"
2016,10429,Gumma-ken Higashiagatsuma-machi,0.41,4.90,"697,275.00"
2016,10443,Gumma-ken Katashina-mura,0.25,7.70,"330,628.00"
2016,10444,Gumma-ken Kawaba-mura,0.24,10.50,"261,938.00"
2016,10448,Gumma-ken Showa-mura,0.41,12.60,"365,888.00"
2016,10449,Gumma-ken Minakami-machi,0.44,6.20,"1,888,181.00"
2016,10464,Gumma-ken Tamamura-machi,0.76,7.30,"1,451,691.00"
2016,10521,Gumma-ken Itakura-machi,0.58,15.00,"539,567.00"
2016,10522,Gumma-ken Meiwa-machi,0.70,6.40,"864,127.00"
2016,10523,Gumma-ken Chiyoda-machi,0.80,5.70,"379,239.00"
2016,10524,Gumma-ken Oizumi-machi,1.19,5.10,"1,091,514.00"
2016,10525,Gumma-ken Ora-machi,0.76,7.50,"827,739.00"
2016,11100,Saitama-ken Saitama-shi,0.98,0.90,"67,043,501.00"
2016,11101,Saitama-ken Saitama-shi Nishi-ku,-,-,-
2016,11102,Saitama-ken Saitama-shi Kita-ku,-,-,-
2016,11103,Saitama-ken Saitama-shi Omiya-ku,-,-,-
2016,11104,Saitama-ken Saitama-shi Minuma-ku,-,-,-
2016,11105,Saitama-ken Saitama-shi Chuo-ku,-,-,-
2016,11106,Saitama-ken Saitama-shi Sakura-ku,-,-,-
2016,11107,Saitama-ken Saitama-shi Urawa-ku,-,-,-
2016,11108,Saitama-ken Saitama-shi Minami-ku,-,-,-
2016,11109,Saitama-ken Saitama-shi Midori-ku,-,-,-
2016,11110,Saitama-ken Saitama-shi Iwatsuki-ku,-,-,-
2016,11201,Saitama-ken Kawagoe-shi,0.97,5.70,"9,813,277.00"
2016,11202,Saitama-ken Kumagaya-shi,0.88,12.00,"6,837,638.00"
2016,11203,Saitama-ken Kawaguchi-shi,0.96,7.70,"19,835,920.00"
2016,11206,Saitama-ken Gyoda-shi,0.70,6.70,"3,244,078.00"
2016,11207,Saitama-ken Chichibu-shi,0.59,9.70,"2,517,671.00"
2016,11208,Saitama-ken Tokorozawa-shi,0.96,5.20,"6,809,224.00"
2016,11209,Saitama-ken Hanno-shi,0.79,3.40,"4,073,225.00"
2016,11210,Saitama-ken Kazo-shi,0.75,10.30,"3,513,261.00"
2016,11211,Saitama-ken Honjo-shi,0.76,16.20,"2,499,224.00"
2016,11212,Saitama-ken Higashimatsuyama-shi,0.86,5.90,"4,623,297.00"
2016,11214,Saitama-ken Kasukabe-shi,0.77,4.60,"6,567,167.00"
2016,11215,Saitama-ken Sayama-shi,0.89,5.40,"5,589,854.00"
2016,11216,Saitama-ken Hanyu-shi,0.79,9.60,"2,323,504.00"
2016,11217,Saitama-ken Konosu-shi,0.73,6.90,"4,028,089.00"
2016,11218,Saitama-ken Fukaya-shi,0.76,12.20,"4,815,027.00"
2016,11219,Saitama-ken Ageo-shi,0.90,5.50,"5,619,838.00"
2016,11221,Saitama-ken Soka-shi,0.90,6.40,"8,849,953.00"
2016,11222,Saitama-ken Koshigaya-shi,0.92,8.00,"11,659,737.00"
2016,11223,Saitama-ken Warabi-shi,0.85,6.20,"2,304,569.00"
2016,11224,Saitama-ken Toda-shi,1.22,8.90,"6,722,055.00"
2016,11225,Saitama-ken Iruma-shi,0.93,3.00,"3,533,801.00"
2016,11227,Saitama-ken Asaka-shi,0.98,4.30,"2,113,820.00"
2016,11228,Saitama-ken Shiki-shi,0.85,10.20,"2,075,183.00"
2016,11229,Saitama-ken Wako-shi,1.01,6.50,"3,689,362.00"
2016,11230,Saitama-ken Niiza-shi,0.90,5.50,"4,484,856.00"
2016,11231,Saitama-ken Okegawa-shi,0.83,2.40,"2,898,962.00"
2016,11232,Saitama-ken Kuki-shi,0.87,7.60,"6,227,936.00"
2016,11233,Saitama-ken Kitamoto-shi,0.81,5.90,"1,444,813.00"
2016,11234,Saitama-ken Yashio-shi,0.99,10.60,"4,324,219.00"
2016,11235,Saitama-ken Fujimi-shi,0.78,3.70,"3,813,311.00"
2016,11237,Saitama-ken Misato-shi,0.94,12.20,"4,520,575.00"
2016,11238,Saitama-ken Hasuda-shi,0.77,6.00,"1,692,417.00"
2016,11239,Saitama-ken Sakado-shi,0.84,5.20,"3,013,488.00"
2016,11240,Saitama-ken Satte-shi,0.71,9.10,"2,572,171.00"
2016,11241,Saitama-ken Tsurugashima-shi,0.88,6.00,"2,335,698.00"
2016,11242,Saitama-ken Hidaka-shi,0.86,7.80,"2,336,360.00"
2016,11243,Saitama-ken Yoshikawa-shi,0.86,4.20,"1,781,718.00"
2016,11245,Saitama-ken Fujimino-shi,0.82,5.50,"3,172,254.00"
2016,11246,Saitama-ken Shiraoka-shi,0.84,5.80,"1,791,440.00"
2016,11301,Saitama-ken Ina-machi,0.87,4.80,"1,005,137.00"
2016,11324,Saitama-ken Miyoshi-machi,1.03,10.10,"1,435,033.00"
2016,11326,Saitama-ken Moroyama-machi,0.63,4.70,"871,659.00"
2016,11327,Saitama-ken Ogose-machi,0.54,7.10,"547,818.00"
2016,11341,Saitama-ken Namegawa-machi,0.92,6.40,"408,182.00"
2016,11342,Saitama-ken Ranzan-machi,0.78,5.50,"694,651.00"
2016,11343,Saitama-ken Ogawa-machi,0.69,5.20,"806,455.00"
2016,11346,Saitama-ken Kawajima-machi,0.75,6.90,"923,396.00"
2016,11347,Saitama-ken Yoshimi-machi,0.66,11.10,"538,707.00"
2016,11348,Saitama-ken Hatoyama-machi,0.61,1.40,"521,584.00"
2016,11349,Saitama-ken Tokigawa-machi,0.48,5.20,"285,841.00"
2016,11361,Saitama-ken Yokoze-machi,0.54,6.90,"630,034.00"
2016,11362,Saitama-ken Minano-machi,0.42,2.70,"533,796.00"
2016,11363,Saitama-ken Nagatoro-machi,0.41,4.60,"456,748.00"
2016,11365,Saitama-ken Ogano-machi,0.34,11.90,"293,950.00"
2016,11369,Saitama-ken Higashichichibu-mura,0.20,9.00,"122,622.00"
2016,11381,Saitama-ken Misato-machi,0.69,13.10,"554,368.00"
2016,11383,Saitama-ken Kamikawa-machi,0.53,10.30,"532,921.00"
2016,11385,Saitama-ken Kamisato-machi,0.78,13.50,"632,011.00"
2016,11408,Saitama-ken Yorii-machi,0.83,6.30,"2,105,290.00"
2016,11442,Saitama-ken Miyashiro-machi,0.63,9.60,"934,309.00"
2016,11464,Saitama-ken Sugito-machi,0.75,4.30,"1,181,086.00"
2016,11465,Saitama-ken Matsubushi-machi,0.64,6.80,"753,316.00"
2016,12100,Chiba-ken Chiba-shi,0.95,2.20,"43,913,070.00"
2016,12101,Chiba-ken Chiba-shi Chuo-ku,,,
2016,12102,Chiba-ken Chiba-shi Hanamigawa-ku,,,
2016,12103,Chiba-ken Chiba-shi Inage-ku,,,
2016,12104,Chiba-ken Chiba-shi Wakaba-ku,,,
2016,12105,Chiba-ken Chiba-shi Midori-ku,,,
2016,12106,Chiba-ken Chiba-shi Mihama-ku,,,
2016,12202,Chiba-ken Choshi-shi,0.59,1.10,"1,651,390.00"
2016,12203,Chiba-ken Ichikawa-shi,1.03,4.60,"13,004,627.00"
2016,12204,Chiba-ken Funabashi-shi,0.96,2.40,"22,666,022.00"
2016,12205,Chiba-ken Tateyama-shi,0.58,7.10,"1,151,793.00"
2016,12206,Chiba-ken Kisarazu-shi,0.84,6.40,"3,651,023.00"
2016,12207,Chiba-ken Matsudo-shi,0.90,6.80,"19,727,882.00"
2016,12208,Chiba-ken Noda-shi,0.87,4.10,"5,660,762.00"
2016,12210,Chiba-ken Mobara-shi,0.85,4.90,"2,729,298.00"
2016,12211,Chiba-ken Narita-shi,1.28,6.20,"5,727,466.00"
2016,12212,Chiba-ken Sakura-shi,0.91,4.10,"3,893,203.00"
2016,12213,Chiba-ken Togane-shi,0.70,1.70,"1,547,393.00"
2016,12215,Chiba-ken Asahi-shi,0.49,8.70,"2,375,667.00"
2016,12216,Chiba-ken Narashino-shi,0.92,7.00,"5,406,918.00"
2016,12217,Chiba-ken Kashiwa-shi,0.95,3.70,"12,977,262.00"
2016,12218,Chiba-ken Katsuura-shi,0.47,6.20,"345,818.00"
2016,12219,Chiba-ken Ichihara-shi,1.00,5.90,"8,303,127.00"
2016,12220,Chiba-ken Nagareyama-shi,0.92,4.90,"6,740,668.00"
2016,12221,Chiba-ken Yachiyo-shi,0.94,4.50,"3,229,674.00"
2016,12222,Chiba-ken Abiko-shi,0.84,3.20,"3,115,241.00"
2016,12223,Chiba-ken Kamogawa-shi,0.52,6.00,"827,191.00"
2016,12224,Chiba-ken Kamagaya-shi,0.77,8.30,"3,782,244.00"
2016,12225,Chiba-ken Kimitsu-shi,1.00,4.60,"2,034,278.00"
2016,12226,Chiba-ken Futtsu-shi,0.92,6.90,"1,193,289.00"
2016,12227,Chiba-ken Urayasu-shi,1.52,14.30,"5,667,684.00"
2016,12228,Chiba-ken Yotsukaido-shi,0.82,6.30,"2,503,202.00"
2016,12229,Chiba-ken Sodegaura-shi,1.09,4.40,"2,943,510.00"
2016,12230,Chiba-ken Yachimata-shi,0.64,6.80,"1,239,920.00"
2016,12231,Chiba-ken Inzai-shi,0.99,9.50,"2,512,825.00"
2016,12232,Chiba-ken Shiroi-shi,0.90,6.30,"1,089,761.00"
2016,12233,Chiba-ken Tomisato-shi,0.78,6.90,"1,487,137.00"
2016,12234,Chiba-ken Minamiboso-shi,0.34,5.60,"513,646.00"
2016,12235,Chiba-ken Sosa-shi,0.49,6.70,"960,944.00"
2016,12236,Chiba-ken Katori-shi,0.54,10.80,"4,920,438.00"
2016,12237,Chiba-ken Sammu-shi,0.52,3.90,"1,498,998.00"
2016,12238,Chiba-ken Isumi-shi,0.45,5.30,"441,636.00"
2016,12239,Chiba-ken Oamishirasato-shi,0.62,6.60,"1,974,126.00"
2016,12322,Chiba-ken Shisui-machi,0.75,11.20,"624,400.00"
2016,12329,Chiba-ken Sakae-machi,0.59,3.60,"632,596.00"
2016,12342,Chiba-ken Kozaki-machi,0.40,12.10,"295,801.00"
2016,12347,Chiba-ken Tako-machi,0.55,14.50,"460,095.00"
2016,12349,Chiba-ken Tonosho-machi,0.47,12.20,"406,930.00"
2016,12403,Chiba-ken Kujukuri-machi,0.44,6.80,"203,709.00"
2016,12409,Chiba-ken Shibayama-machi,0.97,8.00,"566,663.00"
2016,12410,Chiba-ken Yokoshibahikari-machi,0.48,6.20,"565,235.00"
2016,12421,Chiba-ken Ichinomiya-machi,0.54,7.50,"235,181.00"
2016,12422,Chiba-ken Mutsuzawa-machi,0.40,6.00,"473,921.00"
2016,12423,Chiba-ken Chosei-mura,0.52,8.20,"756,043.00"
2016,12424,Chiba-ken Shirako-machi,0.49,5.00,"691,524.00"
2016,12426,Chiba-ken Nagara-machi,0.55,4.60,"266,781.00"
2016,12427,Chiba-ken Chonan-machi,0.48,6.10,"248,010.00"
2016,12441,Chiba-ken Otaki-machi,0.43,6.50,"288,506.00"
2016,12443,Chiba-ken Onjuku-machi,0.43,6.00,"126,179.00"
2016,12463,Chiba-ken Kyonan-machi,0.29,5.80,"197,720.00"
2016,13100,Tokyo-to Ku-area,,,"368,331,748.00"
2016,13101,Tokyo-to Chiyoda-ku,,,"10,907,214.00"
2016,13102,Tokyo-to Chuo-ku,,,"28,894,079.00"
2016,13103,Tokyo-to Minato-ku,,,"12,605,166.00"
2016,13104,Tokyo-to Shinjuku-ku,,,"10,392,899.00"
2016,13105,Tokyo-to Bunkyo-ku,,,"5,038,442.00"
2016,13106,Tokyo-to Taito-ku,,,"5,924,332.00"
2016,13107,Tokyo-to Sumida-ku,,,"8,084,639.00"
2016,13108,Tokyo-to Koto-ku,,,"8,751,362.00"
2016,13109,Tokyo-to Shinagawa-ku,,,"34,285,996.00"
2016,13110,Tokyo-to Meguro-ku,,,"5,950,737.00"
2016,13111,Tokyo-to Ota-ku,,,"26,248,029.00"
2016,13112,Tokyo-to Setagaya-ku,,,"33,488,340.00"
2016,13113,Tokyo-to Shibuya-ku,,,"5,332,481.00"
2016,13114,Tokyo-to Nakano-ku,,,"13,365,678.00"
2016,13115,Tokyo-to Suginami-ku,,,"13,260,643.00"
2016,13116,Tokyo-to Toshima-ku,,,"12,364,776.00"
2016,13117,Tokyo-to Kita-ku,,,"15,216,001.00"
2016,13118,Tokyo-to Arakawa-ku,,,"7,640,570.00"
2016,13119,Tokyo-to Itabashi-ku,,,"11,103,911.00"
2016,13120,Tokyo-to Nerima-ku,,,"23,214,256.00"
2016,13121,Tokyo-to Adachi-ku,,,"25,665,379.00"
2016,13122,Tokyo-to Katsushika-ku,,,"19,587,821.00"
2016,13123,Tokyo-to Edogawa-ku,,,"31,008,997.00"
2016,13201,Tokyo-to Hachioji-shi,0.95,1.80,"20,519,151.00"
2016,13202,Tokyo-to Tachikawa-shi,1.13,8.40,"7,170,074.00"
2016,13203,Tokyo-to Musashino-shi,1.49,5.50,"6,320,625.00"
2016,13204,Tokyo-to Mitaka-shi,1.13,2.80,"5,271,760.00"
2016,13205,Tokyo-to Ome-shi,0.88,3.00,"3,869,498.00"
2016,13206,Tokyo-to Fuchu-shi,1.19,5.00,"13,554,443.00"
2016,13207,Tokyo-to Akishima-shi,0.98,5.10,"5,117,259.00"
2016,13208,Tokyo-to Chofu-shi,1.25,6.80,"9,348,298.00"
2016,13209,Tokyo-to Machida-shi,0.98,5.60,"9,887,358.00"
2016,13210,Tokyo-to Koganei-shi,1.03,8.80,"4,389,638.00"
2016,13211,Tokyo-to Kodaira-shi,0.98,4.80,"4,290,863.00"
2016,13212,Tokyo-to Hino-shi,0.97,6.70,"8,866,117.00"
2016,13213,Tokyo-to Higashimurayama-shi,0.82,4.60,"4,604,440.00"
2016,13214,Tokyo-to Kokubunji-shi,1.01,3.60,"6,342,697.00"
2016,13215,Tokyo-to Kunitachi-shi,1.01,3.60,"4,474,507.00"
2016,13218,Tokyo-to Fussa-shi,0.78,9.60,"1,574,840.00"
2016,13219,Tokyo-to Komae-shi,0.88,7.90,"2,047,847.00"
2016,13220,Tokyo-to Higashiyamato-shi,0.86,9.00,"1,440,208.00"
2016,13221,Tokyo-to Kiyose-shi,0.68,6.50,"917,704.00"
2016,13222,Tokyo-to Higashikurume-shi,0.83,2.50,"2,597,672.00"
2016,13223,Tokyo-to Musashimurayama-shi,0.83,4.60,"2,695,494.00"
2016,13224,Tokyo-to Tama-shi,1.11,6.20,"3,496,234.00"
2016,13225,Tokyo-to Inagi-shi,0.94,3.30,"3,971,840.00"
2016,13227,Tokyo-to Hamura-shi,1.01,4.00,"2,720,060.00"
2016,13228,Tokyo-to Akiruno-shi,0.73,2.50,"2,674,798.00"
2016,13229,Tokyo-to Nishitokyo-shi,0.90,3.70,"4,885,644.00"
2016,13303,Tokyo-to Mizuho-machi,1.02,7.00,"2,482,031.00"
2016,13305,Tokyo-to Hinode-machi,0.74,5.80,"1,024,636.00"
2016,13307,Tokyo-to Hinohara-mura,0.16,8.70,"544,583.00"
2016,13308,Tokyo-to Okutama-machi,0.32,8.70,"1,169,830.00"
2016,13361,Tokyo-to Oshima-machi,0.35,0.90,"1,575,800.00"
2016,13362,Tokyo-to Toshima-mura,0.14,4.20,"173,802.00"
2016,13363,Tokyo-to Niijima-mura,0.22,11.00,"450,618.00"
