muni_code,muni,muni_en
12203,市川市,Chiba-ken Ichikawa-shi
12204,船橋市,Chiba-ken Funabashi-shi
12205,館山市,Chiba-ken Tateyama-shi
12206,木更津市,Chiba-ken Kisarazu-shi
12207,松戸市,Chiba-ken Matsudo-shi
12208,野田市,Chiba-ken Noda-shi
12210,茂原市,Chiba-ken Mobara-shi
12211,成田市,Chiba-ken Narita-shi
12212,佐倉市,Chiba-ken Sakura-shi
12213,東金市,Chiba-ken Togane-shi
12215,旭市,Chiba-ken Asahi-shi
12216,習志野市,Chiba-ken Narashino-shi
12217,柏市,Chiba-ken Kashiwa-shi
12218,勝浦市,Chiba-ken Katsuura-shi
12219,市原市,Chiba-ken Ichihara-shi
12220,流山市,Chiba-ken Nagareyama-shi
12221,八千代市,Chiba-ken Yachiyo-shi
12222,我孫子市,Chiba-ken Abiko-shi
12223,鴨川市,Chiba-ken Kamogawa-shi
12224,鎌ケ谷市,Chiba-ken Kamagaya-shi
12225,君津市,Chiba-ken Kimitsu-shi
12226,富津市,Chiba-ken Futtsu-shi
12227,浦安市,Chiba-ken Urayasu-shi
12228,四街道市,Chiba-ken Yotsukaido-shi
12229,袖ケ浦市,Chiba-ken Sodegaura-shi
12230,八街市,Chiba-ken Yachimata-shi
12231,印西市,Chiba-ken Inzai-shi
12232,白井市,Chiba-ken Shiroi-shi
12233,富里市,Chiba-ken Tomisato-shi
12234,南房総市,Chiba-ken Minamiboso-shi
12235,匝瑳市,Chiba-ken Sosa-shi
12236,香取市,Chiba-ken Katori-shi
12237,山武市,Chiba-ken Sammu-shi
12238,いすみ市,Chiba-ken Isumi-shi
12239,大網白里市,Chiba-ken Oamishirasato-shi
12322,酒々井町,Chiba-ken Shisui-machi
12329,栄町,Chiba-ken Sakae-machi
12342,神崎町,Chiba-ken Kozaki-machi
12347,多古町,Chiba-ken Tako-machi
12349,東庄町,Chiba-ken Tonosho-machi
12403,九十九里町,Chiba-ken Kujukuri-machi
12409,芝山町,Chiba-ken Shibayama-machi
12410,横芝光町,Chiba-ken Yokoshibahikari-machi
12421,一宮町,Chiba-ken Ichinomiya-machi
12422,睦沢町,Chiba-ken Mutsuzawa-machi
12423,長生村,Chiba-ken Chosei-mura
12424,白子町,Chiba-ken Shirako-machi
12426,長柄町,Chiba-ken Nagara-machi
12427,長南町,Chiba-ken Chonan-machi
12441,大多喜町,Chiba-ken Otaki-machi
12443,御宿町,Chiba-ken Onjuku-machi
12463,鋸南町,Chiba-ken Kyonan-machi
13101,千代田区,Tokyo-to Chiyoda-ku
13102,中央区,Tokyo-to Chuo-ku
13103,港区,Tokyo-to Minato-ku
13104,新宿区,Tokyo-to Shinjuku-ku
13105,文京区,Tokyo-to Bunkyo-ku
13106,台東区,Tokyo-to Taito-ku
13107,墨田区,Tokyo-to Sumida-ku
13108,江東区,Tokyo-to Koto-ku
13109,品川区,Tokyo-to Shinagawa-ku
13110,目黒区,Tokyo-to Meguro-ku
13111,大田区,Tokyo-to Ota-ku
13112,世田谷区,Tokyo-to Setagaya-ku
13113,渋谷区,Tokyo-to Shibuya-ku
13114,中野区,Tokyo-to Nakano-ku
13115,杉並区,Tokyo-to Suginami-ku
13116,豊島区,Tokyo-to Toshima-ku
13117,北区,Tokyo-to Kita-ku
13118,荒川区,Tokyo-to Arakawa-ku
13119,板橋区,Tokyo-to Itabashi-ku
13120,練馬区,Tokyo-to Nerima-ku
13121,足立区,Tokyo-to Adachi-ku
13122,葛飾区,Tokyo-to Katsushika-ku
13123,江戸川区,Tokyo-to Edogawa-ku
13201,八王子市,Tokyo-to Hachioji-shi
13202,立川市,Tokyo-to Tachikawa-shi
13203,武蔵野市,Tokyo-to Musashino-shi
13204,三鷹市,Tokyo-to Mitaka-shi
13205,青梅市,Tokyo-to Ome-shi
13206,府中市,Tokyo-to Fuchu-shi
13207,昭島市,Tokyo-to Akishima-shi
13208,調布市,Tokyo-to Chofu-shi
13209,町田市,Tokyo-to Machida-shi
13210,小金井市,Tokyo-to Koganei-shi
13211,小平市,Tokyo-to Kodaira-shi
13212,日野市,Tokyo-to Hino-shi
13213,東村山市,Tokyo-to Higashimurayama-shi
13214,国分寺市,Tokyo-to Kokubunji-shi
13215,国立市,Tokyo-to Kunitachi-shi
13218,福生市,Tokyo-to Fussa-shi
13219,狛江市,Tokyo-to Komae-shi
13220,東大和市,Tokyo-to Higashiyamato-shi
13221,清瀬市,Tokyo-to Kiyose-shi
13222,東久留米市,Tokyo-to Higashikurume-shi
13223,武蔵村山市,Tokyo-to Musashimurayama-shi
13224,多摩市,Tokyo-to Tama-shi
13225,稲城市,Tokyo-to Inagi-shi
13227,羽村市,Tokyo-to Hamura-shi
13228,あきる野市,Tokyo-to Akiruno-shi
13229,西東京市,Tokyo-to Nishitokyo-shi
13303,瑞穂町,Tokyo-to Mizuho-machi
13305,日の出町,Tokyo-to Hinode-machi
13307,檜原村,Tokyo-to Hinohara-mura
13308,奥多摩町,Tokyo-to Okutama-machi
13361,大島町,Tokyo-to Oshima-machi
13362,利島村,Tokyo-to Toshima-mura
13363,新島村,Tokyo-to Niijima-mura
13364,神津島村,Tokyo-to Kouzushima-mura
13381,三宅村,Tokyo-to Miyake-mura
13382,御蔵島村,Tokyo-to Mikurajima-mura
13401,八丈町,Tokyo-to Hachijo-machi
13402,青ヶ島村,Tokyo-to Aogashima-mura
13421,小笠原村,Tokyo-to Ogasawara-mura
14100,横浜市,Kanagawa-ken Yokohama-shi
14130,川崎市,Kanagawa-ken Kawasaki-shi
14150,相模原市,Kanagawa-ken Sagamihara-shi
14201,横須賀市,Kanagawa-ken Yokosuka-shi
14203,平塚市,Kanagawa-ken Hiratsuka-shi
14204,鎌倉市,Kanagawa-ken Kamakura-shi
14205,藤沢市,Kanagawa-ken Fujisawa-shi
14206,小田原市,Kanagawa-ken Odawara-shi
14207,茅ヶ崎市,Kanagawa-ken Chigasaki-shi
14208,逗子市,Kanagawa-ken Zushi-shi
14210,三浦市,Kanagawa-ken Miura-shi
14211,秦野市,Kanagawa-ken Hadano-shi
14212,厚木市,Kanagawa-ken Atsugi-shi
14213,大和市,Kanagawa-ken Yamato-shi
14214,伊勢原市,Kanagawa-ken Isehara-shi
14215,海老名市,Kanagawa-ken Ebina-shi
14216,座間市,Kanagawa-ken Zama-shi
14217,南足柄市,Kanagawa-ken Minamiashigara-shi
14218,綾瀬市,Kanagawa-ken Ayase-shi
14301,葉山町,Kanagawa-ken Hayama-machi
14321,寒川町,Kanagawa-ken Samukawa-machi
14341,大磯町,Kanagawa-ken Oiso-machi
14342,二宮町,Kanagawa-ken Ninomiya-machi
14361,中井町,Kanagawa-ken Nakai-machi
14362,大井町,Kanagawa-ken Oi-machi
14363,松田町,Kanagawa-ken Matsuda-machi
14364,山北町,Kanagawa-ken Yamakita-machi
14366,開成町,Kanagawa-ken Kaisei-machi
14382,箱根町,Kanagawa-ken Hakone-machi
14383,真鶴町,Kanagawa-ken Manazuru-machi
14384,湯河原町,Kanagawa-ken Yugawara-machi
14401,愛川町,Kanagawa-ken Aikawa-machi
14402,清川村,Kanagawa-ken Kiyokawa-mura
15100,新潟市,Niigata-ken Niigata-shi
15202,長岡市,Niigata-ken Nagaoka-shi
15204,三条市,Niigata-ken Sanjo-shi
15205,柏崎市,Niigata-ken Kashiwazaki-shi
15206,新発田市,Niigata-ken Shibata-shi
15208,小千谷市,Niigata-ken Ojiya-shi
15209,加茂市,Niigata-ken Kamo-shi
15210,十日町市,Niigata-ken Tokamachi-shi
15211,見附市,Niigata-ken Mitsuke-shi
15212,村上市,Niigata-ken Murakami-shi
15213,燕市,Niigata-ken Tsubame-shi
15216,糸魚川市,Niigata-ken Itoigawa-shi
15217,妙高市,Niigata-ken Myoko-shi
15218,五泉市,Niigata-ken Gosen-shi
15222,上越市,Niigata-ken Joetsu-shi
15223,阿賀野市,Niigata-ken Agano-shi
15224,佐渡市,Niigata-ken Sado-shi
15225,魚沼市,Niigata-ken Uonuma-shi
15226,南魚沼市,Niigata-ken Minamiuonuma-shi
15227,胎内市,Niigata-ken Tainai-shi
15307,聖籠町,Niigata-ken Seiro-machi
15342,弥彦村,Niigata-ken Yahiko-mura
15361,田上町,Niigata-ken Tagami-machi
15385,阿賀町,Niigata-ken Aga-machi
15405,出雲崎町,Niigata-ken Izumozaki-machi
15461,湯沢町,Niigata-ken Yuzawa-machi
15482,津南町,Niigata-ken Tsunan-machi
15504,刈羽村,Niigata-ken Kariwa-mura
15581,関川村,Niigata-ken Sekikawa-mura
15586,粟島浦村,Niigata-ken Awashimaura-mura
16201,富山市,Toyama-ken Toyama-shi
16202,高岡市,Toyama-ken Takaoka-shi
16204,魚津市,Toyama-ken Uozu-shi
16205,氷見市,Toyama-ken Himi-shi
16206,滑川市,Toyama-ken Namerikawa-shi
16207,黒部市,Toyama-ken Kurobe-shi
16208,砺波市,Toyama-ken Tonami-shi
16209,小矢部市,Toyama-ken Oyabe-shi
16210,南砺市,Toyama-ken Nanto-shi
16211,射水市,Toyama-ken Imizu-shi
16321,舟橋村,Toyama-ken Funahashi-mura
16322,上市町,Toyama-ken Kamiichi-machi
16323,立山町,Toyama-ken Tateyama-machi
16342,入善町,Toyama-ken Nyuzen-machi
16343,朝日町,Toyama-ken Asahi-machi
17201,金沢市,Ishikawa-ken Kanazawa-shi
17202,七尾市,Ishikawa-ken Nanao-shi
17203,小松市,Ishikawa-ken Komatsu-shi
17204,輪島市,Ishikawa-ken Wajima-shi
17205,珠洲市,Ishikawa-ken Suzu-shi
17206,加賀市,Ishikawa-ken Kaga-shi
17207,羽咋市,Ishikawa-ken Hakui-shi
17209,かほく市,Ishikawa-ken Kahoku-shi
17210,白山市,Ishikawa-ken Hakusan-shi
17211,能美市,Ishikawa-ken Nomi-shi
17212,野々市市,Ishikawa-ken Nonoichi-shi
17324,川北町,Ishikawa-ken Kawakita-machi
17361,津幡町,Ishikawa-ken Tsubata-machi
17365,内灘町,Ishikawa-ken Uchinada-machi
17384,志賀町,Ishikawa-ken Shika-machi
17386,宝達志水町,Ishikawa-ken Hodatsushimizu-cho
17407,中能登町,Ishikawa-ken Nakanoto-machi
17461,穴水町,Ishikawa-ken Anamizu-machi
17463,能登町,Ishikawa-ken Noto-cho
18201,福井市,Fukui-ken Fukui-shi
18202,敦賀市,Fukui-ken Tsuruga-shi
18204,小浜市,Fukui-ken Obama-shi
18205,大野市,Fukui-ken Ono-shi
18206,勝山市,Fukui-ken Katsuyama-shi
18207,鯖江市,Fukui-ken Sabae-shi
18208,あわら市,Fukui-ken Awara-shi
18209,越前市,Fukui-ken Echizen-shi
18210,坂井市,Fukui-ken Sakai-shi
18322,永平寺町,Fukui-ken Eiheiji-cho
18382,池田町,Fukui-ken Ikeda-cho
18404,南越前町,Fukui-ken Minamiechizen-cho
18423,越前町,Fukui-ken Echizen-cho
18442,美浜町,Fukui-ken Mihama-cho
18481,高浜町,Fukui-ken Takahama-cho
18483,おおい町,Fukui-ken Ohi-cho
18501,若狭町,Fukui-ken Wakasa-cho
19201,甲府市,Yamanashi-ken Kofu-shi
19202,富士吉田市,Yamanashi-ken Fujiyoshida-shi
19204,都留市,Yamanashi-ken Tsuru-shi
19205,山梨市,Yamanashi-ken Yamanashi-shi
19206,大月市,Yamanashi-ken Otsuki-shi
19207,韮崎市,Yamanashi-ken Nirasaki-shi
19208,南アルプス市,Yamanashi-ken Minamiarupusu-shi
19209,北杜市,Yamanashi-ken Hokuto-shi
19210,甲斐市,Yamanashi-ken Kai-shi
19211,笛吹市,Yamanashi-ken Fuefuki-shi
19212,上野原市,Yamanashi-ken Uenohara-shi
19213,甲州市,Yamanashi-ken Koshu-shi
19214,中央市,Yamanashi-ken Chuo-shi
19346,市川三郷町,Yamanashi-ken Ichikawamisato-cho
19364,早川町,Yamanashi-ken Hayakawa-cho
19365,身延町,Yamanashi-ken Minobu-cho
19366,南部町,Yamanashi-ken Nambu-cho
19368,富士川町,Yamanashi-ken Fujikawa-cho
19384,昭和町,Yamanashi-ken Showa-cho
19422,道志村,Yamanashi-ken Doshi-mura
19423,西桂町,Yamanashi-ken Nishikatsura-cho
19424,忍野村,Yamanashi-ken Oshino-mura
19425,山中湖村,Yamanashi-ken Yamanakako-mura
19429,鳴沢村,Yamanashi-ken Narusawa-mura
19430,富士河口湖町,Yamanashi-ken Fujikawaguchiko-machi
19442,小菅村,Yamanashi-ken Kosuge-mura
19443,丹波山村,Yamanashi-ken Tabayama-mura
20201,長野市,Nagano-ken Nagano-shi
20202,松本市,Nagano-ken Matsumoto-shi
20203,上田市,Nagano-ken Ueda-shi
20204,岡谷市,Nagano-ken Okaya-shi
20205,飯田市,Nagano-ken Iida-shi
20206,諏訪市,Nagano-ken Suwa-shi
20207,須坂市,Nagano-ken Suzaka-shi
20208,小諸市,Nagano-ken Komoro-shi
20209,伊那市,Nagano-ken Ina-shi
20210,駒ヶ根市,Nagano-ken Komagane-shi
20211,中野市,Nagano-ken Nakano-shi
20212,大町市,Nagano-ken Omachi-shi
20213,飯山市,Nagano-ken Iiyama-shi
20214,茅野市,Nagano-ken Chino-shi
20215,塩尻市,Nagano-ken Shiojiri-shi
20217,佐久市,Nagano-ken Saku-shi
20218,千曲市,Nagano-ken Chikuma-shi
20219,東御市,Nagano-ken Tomi-shi
20220,安曇野市,Nagano-ken Azumino-shi
20303,小海町,Nagano-ken Koumi-machi
20304,川上村,Nagano-ken Kawakami-mura
20305,南牧村,Nagano-ken Minamimaki-mura
20306,南相木村,Nagano-ken Minamiaiki-mura
20307,北相木村,Nagano-ken Kitaaiki-mura
20309,佐久穂町,Nagano-ken Sakuho-machi
20321,軽井沢町,Nagano-ken Karuizawa-machi
20323,御代田町,Nagano-ken Miyota-machi
20324,立科町,Nagano-ken Tateshina-machi
20349,青木村,Nagano-ken Aoki-mura
20350,長和町,Nagano-ken Nagawa-machi
20361,下諏訪町,Nagano-ken Shimosuwa-machi
20362,富士見町,Nagano-ken Fujimi-machi
20363,原村,Nagano-ken Hara-mura
20382,辰野町,Nagano-ken Tatsuno-machi
20383,箕輪町,Nagano-ken Minowa-machi
20384,飯島町,Nagano-ken Iijima-machi
20385,南箕輪村,Nagano-ken Minamiminowa-mura
20386,中川村,Nagano-ken Nakagawa-mura
20388,宮田村,Nagano-ken Miyada-mura
20402,松川町,Nagano-ken Matsukawa-machi
20403,高森町,Nagano-ken Takamori-machi
20404,阿南町,Nagano-ken Anan-cho
20407,阿智村,Nagano-ken Achi-mura
20409,平谷村,Nagano-ken Hiraya-mura
20410,根羽村,Nagano-ken Neba-mura
20411,下條村,Nagano-ken Shimojo-mura
20412,売木村,Nagano-ken Urugi-mura
20413,天龍村,Nagano-ken Tenryu-mura
20414,泰阜村,Nagano-ken Yasuoka-mura
20415,喬木村,Nagano-ken Takagi-mura
20416,豊丘村,Nagano-ken Toyooka-mura
20417,大鹿村,Nagano-ken Oshika-mura
20422,上松町,Nagano-ken Agematsu-machi
20423,南木曽町,Nagano-ken Nagiso-machi
20425,木祖村,Nagano-ken Kiso-mura
20429,王滝村,Nagano-ken Otaki-mura
20430,大桑村,Nagano-ken Okuwa-mura
20432,木曽町,Nagano-ken Kiso-machi
20446,麻績村,Nagano-ken Omi-mura
20448,生坂村,Nagano-ken Ikusaka-mura
20450,山形村,Nagano-ken Yamagata-mura
20451,朝日村,Nagano-ken Asahi-mura
20452,筑北村,Nagano-ken Chikuhoku-mura
20481,池田町,Nagano-ken Ikeda-machi
20482,松川村,Nagano-ken Matsukawa-mura
20485,白馬村,Nagano-ken Hakuba-mura
20486,小谷村,Nagano-ken Otari-mura
20521,坂城町,Nagano-ken Sakaki-machi
20541,小布施町,Nagano-ken Obuse-machi
20543,高山村,Nagano-ken Takayama-mura
20561,山ノ内町,Nagano-ken Yamanouchi-machi
20562,木島平村,Nagano-ken Kijimadaira-mura
20563,野沢温泉村,Nagano-ken Nozawaonsen-mura
20583,信濃町,Nagano-ken Shinano-machi
20588,小川村,Nagano-ken Ogawa-mura
20590,飯綱町,Nagano-ken Iizuna-machi
20602,栄村,Nagano-ken Sakae-mura
21201,岐阜市,Gifu-ken Gifu-shi
21202,大垣市,Gifu-ken Ogaki-shi
21203,高山市,Gifu-ken Takayama-shi
21204,多治見市,Gifu-ken Tajimi-shi
21205,関市,Gifu-ken Seki-shi
21206,中津川市,Gifu-ken Nakatsugawa-shi
21207,美濃市,Gifu-ken Mino-shi
21208,瑞浪市,Gifu-ken Mizunami-shi
21209,羽島市,Gifu-ken Hashima-shi
21210,恵那市,Gifu-ken Ena-shi
21211,美濃加茂市,Gifu-ken Minokamo-shi
21212,土岐市,Gifu-ken Toki-shi
21213,各務原市,Gifu-ken Kakamigahara-shi
21214,可児市,Gifu-ken Kani-shi
21215,山県市,Gifu-ken Yamagata-shi
21216,瑞穂市,Gifu-ken Mizuho-shi
21217,飛騨市,Gifu-ken Hida-shi
21218,本巣市,Gifu-ken Motosu-shi
21219,郡上市,Gifu-ken Gujo-shi
21220,下呂市,Gifu-ken Gero-shi
21221,海津市,Gifu-ken Kaizu-shi
21302,岐南町,Gifu-ken Ginan-cho
21303,笠松町,Gifu-ken Kasamatsu-cho
21341,養老町,Gifu-ken Yoro-cho
21361,垂井町,Gifu-ken Tarui-cho
21362,関ケ原町,Gifu-ken Sekigahara-cho
21381,神戸町,Gifu-ken Godo-cho
21382,輪之内町,Gifu-ken Wanouchi-cho
21383,安八町,Gifu-ken Anpachi-cho
21401,揖斐川町,Gifu-ken Ibigawa-cho
21403,大野町,Gifu-ken Ono-cho
21404,池田町,Gifu-ken Ikeda-cho
21421,北方町,Gifu-ken Kitagata-cho
21501,坂祝町,Gifu-ken Sakahogi-cho
21502,富加町,Gifu-ken Tomika-cho
21503,川辺町,Gifu-ken Kawabe-cho
21504,七宗町,Gifu-ken Hichiso-cho
21505,八百津町,Gifu-ken Yaotsu-cho
21506,白川町,Gifu-ken Shirakawa-cho
21507,東白川村,Gifu-ken Higashishirakawa-mura
21521,御嵩町,Gifu-ken Mitake-cho
21604,白川村,Gifu-ken Shirakawa-mura
22100,静岡市,Shizuoka-ken Shizuoka-shi
22130,浜松市,Shizuoka-ken Hamamatsu-shi
22203,沼津市,Shizuoka-ken Numazu-shi
22205,熱海市,Shizuoka-ken Atami-shi
22206,三島市,Shizuoka-ken Mishima-shi
22207,富士宮市,Shizuoka-ken Fujinomiya-shi
22208,伊東市,Shizuoka-ken Ito-shi
22209,島田市,Shizuoka-ken Shimada-shi
22210,富士市,Shizuoka-ken Fuji-shi
22211,磐田市,Shizuoka-ken Iwata-shi
22212,焼津市,Shizuoka-ken Yaizu-shi
22213,掛川市,Shizuoka-ken Kakegawa-shi
22214,藤枝市,Shizuoka-ken Fujieda-shi
22215,御殿場市,Shizuoka-ken Gotemba-shi
22216,袋井市,Shizuoka-ken Fukuroi-shi
22219,下田市,Shizuoka-ken Shimoda-shi
22220,裾野市,Shizuoka-ken Susono-shi
22221,湖西市,Shizuoka-ken Kosai-shi
22222,伊豆市,Shizuoka-ken Izu-shi
22223,御前崎市,Shizuoka-ken Omaezaki-shi
22224,菊川市,Shizuoka-ken Kikugawa-shi
22225,伊豆の国市,Shizuoka-ken Izunokuni-shi
22226,牧之原市,Shizuoka-ken Makinohara-shi
22301,東伊豆町,Shizuoka-ken Higashiizu-cho
22302,河津町,Shizuoka-ken Kawazu-cho
22304,南伊豆町,Shizuoka-ken Minamiizu-cho
22305,松崎町,Shizuoka-ken Matsuzaki-cho
22306,西伊豆町,Shizuoka-ken Nishiizu-cho
22325,函南町,Shizuoka-ken Kannami-cho
22341,清水町,Shizuoka-ken Shimizu-cho
22342,長泉町,Shizuoka-ken Nagaizumi-cho
22344,小山町,Shizuoka-ken Oyama-cho
22424,吉田町,Shizuoka-ken Yoshida-cho
22429,川根本町,Shizuoka-ken Kawanehon-cho
22461,森町,Shizuoka-ken Mori-machi
23100,名古屋市,Aichi-ken Nagoya-shi
23201,豊橋市,Aichi-ken Toyohashi-shi
23202,岡崎市,Aichi-ken Okazaki-shi
23203,一宮市,Aichi-ken Ichinomiya-shi
23204,瀬戸市,Aichi-ken Seto-shi
23205,半田市,Aichi-ken Handa-shi
23206,春日井市,Aichi-ken Kasugai-shi
23207,豊川市,Aichi-ken Toyokawa-shi
23208,津島市,Aichi-ken Tsushima-shi
23209,碧南市,Aichi-ken Hekinan-shi
23210,刈谷市,Aichi-ken Kariya-shi
23211,豊田市,Aichi-ken Toyota-shi
23212,安城市,Aichi-ken Anjo-shi
23213,西尾市,Aichi-ken Nishio-shi
23214,蒲郡市,Aichi-ken Gamagori-shi
23215,犬山市,Aichi-ken Inuyama-shi
23216,常滑市,Aichi-ken Tokoname-shi
23217,江南市,Aichi-ken Konan-shi
23219,小牧市,Aichi-ken Komaki-shi
23220,稲沢市,Aichi-ken Inazawa-shi
23221,新城市,Aichi-ken Shinshiro-shi
23222,東海市,Aichi-ken Tokai-shi
23223,大府市,Aichi-ken Obu-shi
23224,知多市,Aichi-ken Chita-shi
23225,知立市,Aichi-ken Chiryu-shi
23226,尾張旭市,Aichi-ken Owariasahi-shi
23227,高浜市,Aichi-ken Takahama-shi
23228,岩倉市,Aichi-ken Iwakura-shi
23229,豊明市,Aichi-ken Toyoake-shi
23230,日進市,Aichi-ken Nisshin-shi
23231,田原市,Aichi-ken Tahara-shi
23232,愛西市,Aichi-ken Aisai-shi
23233,清須市,Aichi-ken Kiyosu-shi
23234,北名古屋市,Aichi-ken Kitanagoya-shi
23235,弥富市,Aichi-ken Yatomi-shi
23236,みよし市,Aichi-ken Miyoshi-shi
23237,あま市,Aichi-ken Ama-shi
23238,長久手市,Aichi-ken Nagakute-shi
23302,東郷町,Aichi-ken Togo-cho
23342,豊山町,Aichi-ken Toyoyama-cho
23361,大口町,Aichi-ken Oguchi-cho
23362,扶桑町,Aichi-ken Fuso-cho
23424,大治町,Aichi-ken Oharu-cho
23425,蟹江町,Aichi-ken Kanie-cho
23427,飛島村,Aichi-ken Tobishima-mura
23441,阿久比町,Aichi-ken Agui-cho
23442,東浦町,Aichi-ken Higashiura-cho
23445,南知多町,Aichi-ken Minamichita-cho
23446,美浜町,Aichi-ken Mihama-cho
23447,武豊町,Aichi-ken Taketoyo-cho
23501,幸田町,Aichi-ken Kota-cho
23561,設楽町,Aichi-ken Shitara-cho
23562,東栄町,Aichi-ken Toei-cho
23563,豊根村,Aichi-ken Toyone-mura
24201,津市,Mie-ken Tsu-shi
24202,四日市市,Mie-ken Yokkaichi-shi
24203,伊勢市,Mie-ken Ise-shi
24204,松阪市,Mie-ken Matsusaka-shi
24205,桑名市,Mie-ken Kuwana-shi
24207,鈴鹿市,Mie-ken Suzuka-shi
24208,名張市,Mie-ken Nabari-shi
24209,尾鷲市,Mie-ken Owase-shi
24210,亀山市,Mie-ken Kameyama-shi
24211,鳥羽市,Mie-ken Toba-shi
24212,熊野市,Mie-ken Kumano-shi
24214,いなべ市,Mie-ken Inabe-shi
24215,志摩市,Mie-ken Shima-shi
24216,伊賀市,Mie-ken Iga-shi
24303,木曽岬町,Mie-ken Kisosaki-cho
24324,東員町,Mie-ken Toin-cho
24341,菰野町,Mie-ken Komono-cho
24343,朝日町,Mie-ken Asahi-cho
24344,川越町,Mie-ken Kawagoe-cho
24441,多気町,Mie-ken Taki-cho
24442,明和町,Mie-ken Meiwa-cho
24443,大台町,Mie-ken Odai-cho
24461,玉城町,Mie-ken Tamaki-cho
24470,度会町,Mie-ken Watarai-cho
24471,大紀町,Mie-ken Taiki-cho
24472,南伊勢町,Mie-ken Minamiise-cho
24543,紀北町,Mie-ken Kihoku-cho
24561,御浜町,Mie-ken Mihama-cho
24562,紀宝町,Mie-ken Kiho-cho
25201,大津市,Shiga-ken Otsu-shi
25202,彦根市,Shiga-ken Hikone-shi
25203,長浜市,Shiga-ken Nagahama-shi
25204,近江八幡市,Shiga-ken Omihachiman-shi
25206,草津市,Shiga-ken Kusatsu-shi
25207,守山市,Shiga-ken Moriyama-shi
25208,栗東市,Shiga-ken Ritto-shi
25209,甲賀市,Shiga-ken Koka-shi
25210,野洲市,Shiga-ken Yasu-shi
25211,湖南市,Shiga-ken Konan-shi
25212,高島市,Shiga-ken Takashima-shi
25213,東近江市,Shiga-ken Higashiomi-shi
25214,米原市,Shiga-ken Maibara-shi
25383,日野町,Shiga-ken Hino-cho
25384,竜王町,Shiga-ken Ryuo-cho
25425,愛荘町,Shiga-ken Aisho-cho
25441,豊郷町,Shiga-ken Toyosato-cho
25442,甲良町,Shiga-ken Kora-cho
25443,多賀町,Shiga-ken Taga-cho
26100,京都市,Kyoto-fu Kyoto-shi
26201,福知山市,Kyoto-fu Fukuchiyama-shi
26202,舞鶴市,Kyoto-fu Maizuru-shi
26203,綾部市,Kyoto-fu Ayabe-shi
26204,宇治市,Kyoto-fu Uji-shi
26205,宮津市,Kyoto-fu Miyazu-shi
26206,亀岡市,Kyoto-fu Kameoka-shi
26207,城陽市,Kyoto-fu Joyo-shi
26208,向日市,Kyoto-fu Muko-shi
26209,長岡京市,Kyoto-fu Nagaokakyo-shi
26210,八幡市,Kyoto-fu Yawata-shi
26211,京田辺市,Kyoto-fu Kyotanabe-shi
26212,京丹後市,Kyoto-fu Kyotango-shi
26213,南丹市,Kyoto-fu Nantan-shi
26214,木津川市,Kyoto-fu Kizugawa-shi
26303,大山崎町,Kyoto-fu Oyamazaki-cho
26322,久御山町,Kyoto-fu Kumiyama-cho
26343,井手町,Kyoto-fu Ide-cho
26344,宇治田原町,Kyoto-fu Ujitawara-cho
26364,笠置町,Kyoto-fu Kasagi-cho
26365,和束町,Kyoto-fu Wazuka-cho
26366,精華町,Kyoto-fu Seika-cho
26367,南山城村,Kyoto-fu Minamiyamashiro-mura
26407,京丹波町,Kyoto-fu Kyotamba-cho
26463,伊根町,Kyoto-fu Ine-cho
26465,与謝野町,Kyoto-fu Yosano-cho
27100,大阪市,Osaka-fu Osaka-shi
27140,堺市,Osaka-fu Sakai-shi
27202,岸和田市,Osaka-fu Kishiwada-shi
27203,豊中市,Osaka-fu Toyonaka-shi
27204,池田市,Osaka-fu Ikeda-shi
27205,吹田市,Osaka-fu Suita-shi
27206,泉大津市,Osaka-fu Izumiotsu-shi
27207,高槻市,Osaka-fu Takatsuki-shi
27208,貝塚市,Osaka-fu Kaizuka-shi
27209,守口市,Osaka-fu Moriguchi-shi
27210,枚方市,Osaka-fu Hirakata-shi
27211,茨木市,Osaka-fu Ibaraki-shi
27212,八尾市,Osaka-fu Yao-shi
27213,泉佐野市,Osaka-fu Izumisano-shi
27214,富田林市,Osaka-fu Tondabayashi-shi
27215,寝屋川市,Osaka-fu Neyagawa-shi
27216,河内長野市,Osaka-fu Kawachinagano-shi
27217,松原市,Osaka-fu Matsubara-shi
27218,大東市,Osaka-fu Daito-shi
27219,和泉市,Osaka-fu Izumi-shi
27220,箕面市,Osaka-fu Minoh-shi
27221,柏原市,Osaka-fu Kashiwara-shi
27222,羽曳野市,Osaka-fu Habikino-shi
27223,門真市,Osaka-fu Kadoma-shi
27224,摂津市,Osaka-fu Settsu-shi
27225,高石市,Osaka-fu Takaishi-shi
27226,藤井寺市,Osaka-fu Fujiidera-shi
27227,東大阪市,Osaka-fu Higashiosaka-shi
27228,泉南市,Osaka-fu Sennan-shi
27229,四條畷市,Osaka-fu Shijonawate-shi
27230,交野市,Osaka-fu Katano-shi
27231,大阪狭山市,Osaka-fu Osakasayama-shi
27232,阪南市,Osaka-fu Hannan-shi
27301,島本町,Osaka-fu Shimamoto-cho
27321,豊能町,Osaka-fu Toyono-cho
27322,能勢町,Osaka-fu Nose-cho
27341,忠岡町,Osaka-fu Tadaoka-cho
27361,熊取町,Osaka-fu Kumatori-cho
27362,田尻町,Osaka-fu Tajiri-cho
