muni_code,muni,muni_en
27366,岬町,Osaka-fu Misaki-cho
27381,太子町,Osaka-fu Taishi-cho
27382,河南町,Osaka-fu Kanan-cho
27383,千早赤阪村,Osaka-fu Chihayaakasaka-mura
28100,神戸市,Hyogo-ken Kobe-shi
28201,姫路市,Hyogo-ken Himeji-shi
28202,尼崎市,Hyogo-ken Amagasaki-shi
28203,明石市,Hyogo-ken Akashi-shi
28204,西宮市,Hyogo-ken Nishinomiya-shi
28205,洲本市,Hyogo-ken Sumoto-shi
28206,芦屋市,Hyogo-ken Ashiya-shi
28207,伊丹市,Hyogo-ken Itami-shi
28208,相生市,Hyogo-ken Aioi-shi
28209,豊岡市,Hyogo-ken Toyooka-shi
28210,加古川市,Hyogo-ken Kakogawa-shi
28212,赤穂市,Hyogo-ken Ako-shi
28213,西脇市,Hyogo-ken Nishiwaki-shi
28214,宝塚市,Hyogo-ken Takarazuka-shi
28215,三木市,Hyogo-ken Miki-shi
28216,高砂市,Hyogo-ken Takasago-shi
28217,川西市,Hyogo-ken Kawanishi-shi
28218,小野市,Hyogo-ken Ono-shi
28219,三田市,Hyogo-ken Sanda-shi
28220,加西市,Hyogo-ken Kasai-shi
28221,篠山市,Hyogo-ken Sasayama-shi
28222,養父市,Hyogo-ken Yabu-shi
28223,丹波市,Hyogo-ken Tamba-shi
28224,南あわじ市,Hyogo-ken Minamiawaji-shi
28225,朝来市,Hyogo-ken Asago-shi
28226,淡路市,Hyogo-ken Awaji-shi
28227,宍粟市,Hyogo-ken Shiso-shi
28228,加東市,Hyogo-ken Kato-shi
28229,たつの市,Hyogo-ken Tatsuno-shi
28301,猪名川町,Hyogo-ken Inagawa-cho
28365,多可町,Hyogo-ken Taka-cho
28381,稲美町,Hyogo-ken Inami-cho
28382,播磨町,Hyogo-ken Harima-cho
28442,市川町,Hyogo-ken Ichikawa-cho
28443,福崎町,Hyogo-ken Fukusaki-cho
28446,神河町,Hyogo-ken Kamikawa-cho
28464,太子町,Hyogo-ken Taishi-cho
28481,上郡町,Hyogo-ken Kamigori-cho
28501,佐用町,Hyogo-ken Sayo-cho
28585,香美町,Hyogo-ken Kami-cho
28586,新温泉町,Hyogo-ken Shinonsen-cho
29201,奈良市,Nara-ken Nara-shi
29202,大和高田市,Nara-ken Yamatotakada-shi
29203,大和郡山市,Nara-ken Yamatokoriyama-shi
29204,天理市,Nara-ken Tenri-shi
29205,橿原市,Nara-ken Kashihara-shi
29206,桜井市,Nara-ken Sakurai-shi
29207,五條市,Nara-ken Gojo-shi
29208,御所市,Nara-ken Gose-shi
29209,生駒市,Nara-ken Ikoma-shi
29210,香芝市,Nara-ken Kashiba-shi
29211,葛城市,Nara-ken Katsuragi-shi
29212,宇陀市,Nara-ken Uda-shi
29322,山添村,Nara-ken Yamazoe-mura
29342,平群町,Nara-ken Heguri-cho
29343,三郷町,Nara-ken Sango-cho
29344,斑鳩町,Nara-ken Ikaruga-cho
29345,安堵町,Nara-ken Ando-cho
29361,川西町,Nara-ken Kawanishi-cho
29362,三宅町,Nara-ken Miyake-cho
29363,田原本町,Nara-ken Tawaramoto-cho
29385,曽爾村,Nara-ken Soni-mura
29386,御杖村,Nara-ken Mitsue-mura
29401,高取町,Nara-ken Takatori-cho
29402,明日香村,Nara-ken Asuka-mura
29424,上牧町,Nara-ken Kammaki-cho
29425,王寺町,Nara-ken Oji-cho
29426,広陵町,Nara-ken Koryo-cho
29427,河合町,Nara-ken Kawai-cho
29441,吉野町,Nara-ken Yoshino-cho
29442,大淀町,Nara-ken Oyodo-cho
29443,下市町,Nara-ken Shimoichi-cho
29444,黒滝村,Nara-ken Kurotaki-mura
29446,天川村,Nara-ken Tenkawa-mura
29447,野迫川村,Nara-ken Nosegawa-mura
29449,十津川村,Nara-ken Totsukawa-mura
29450,下北山村,Nara-ken Shimokitayama-mura
29451,上北山村,Nara-ken Kamikitayama-mura
29452,川上村,Nara-ken Kawakami-mura
29453,東吉野村,Nara-ken Higashiyoshino-mura
30201,和歌山市,Wakayama-ken Wakayama-shi
30202,海南市,Wakayama-ken Kainan-shi
30203,橋本市,Wakayama-ken Hashimoto-shi
30204,有田市,Wakayama-ken Arida-shi
30205,御坊市,Wakayama-ken Gobo-shi
30206,田辺市,Wakayama-ken Tanabe-shi
30207,新宮市,Wakayama-ken Shingu-shi
30208,紀の川市,Wakayama-ken Kinokawa-shi
30209,岩出市,Wakayama-ken Iwade-shi
30304,紀美野町,Wakayama-ken Kimino-cho
30341,かつらぎ町,Wakayama-ken Katsuragi-cho
30343,九度山町,Wakayama-ken Kudoyama-cho
30344,高野町,Wakayama-ken Koya-cho
30361,湯浅町,Wakayama-ken Yuasa-cho
30362,広川町,Wakayama-ken Hirogawa-cho
30366,有田川町,Wakayama-ken Aridagawa-cho
30381,美浜町,Wakayama-ken Mihama-cho
30382,日高町,Wakayama-ken Hidaka-cho
30383,由良町,Wakayama-ken Yura-cho
30390,印南町,Wakayama-ken Inami-cho
30391,みなべ町,Wakayama-ken Minabe-cho
30392,日高川町,Wakayama-ken Hidakagawa-cho
30401,白浜町,Wakayama-ken Shirahama-cho
30404,上富田町,Wakayama-ken Kamitonda-cho
30406,すさみ町,Wakayama-ken Susami-cho
30421,那智勝浦町,Wakayama-ken Nachikatsuura-cho
30422,太地町,Wakayama-ken Taiji-cho
30424,古座川町,Wakayama-ken Kozagawa-cho
30427,北山村,Wakayama-ken Kitayama-mura
30428,串本町,Wakayama-ken Kushimoto-cho
31201,鳥取市,Tottori-ken Tottori-shi
31202,米子市,Tottori-ken Yonago-shi
31203,倉吉市,Tottori-ken Kurayoshi-shi
31204,境港市,Tottori-ken Sakaiminato-shi
31302,岩美町,Tottori-ken Iwami-cho
31325,若桜町,Tottori-ken Wakasa-cho
31328,智頭町,Tottori-ken Chizu-cho
31329,八頭町,Tottori-ken Yazu-cho
31364,三朝町,Tottori-ken Misasa-cho
31370,湯梨浜町,Tottori-ken Yurihama-cho
31371,琴浦町,Tottori-ken Kotoura-cho
31372,北栄町,Tottori-ken Hokuei-cho
31384,日吉津村,Tottori-ken Hiezu-son
31386,大山町,Tottori-ken Daisen-cho
31389,南部町,Tottori-ken Nambu-cho
31390,伯耆町,Tottori-ken Hoki-cho
31401,日南町,Tottori-ken Nichinan-cho
31402,日野町,Tottori-ken Hino-cho
31403,江府町,Tottori-ken Kofu-cho
32201,松江市,Shimane-ken Matsue-shi
32202,浜田市,Shimane-ken Hamada-shi
32203,出雲市,Shimane-ken Izumo-shi
32204,益田市,Shimane-ken Masuda-shi
32205,大田市,Shimane-ken Oda-shi
32206,安来市,Shimane-ken Yasugi-shi
32207,江津市,Shimane-ken Gotsu-shi
32209,雲南市,Shimane-ken Unnan-shi
32343,奥出雲町,Shimane-ken Okuizumo-cho
32386,飯南町,Shimane-ken Iinan-cho
32441,川本町,Shimane-ken Kawamoto-machi
32448,美郷町,Shimane-ken Misato-cho
32449,邑南町,Shimane-ken Onan-cho
32501,津和野町,Shimane-ken Tsuwano-cho
32505,吉賀町,Shimane-ken Yoshika-cho
32525,海士町,Shimane-ken Ama-cho
32526,西ノ島町,Shimane-ken Nishinoshima-cho
32527,知夫村,Shimane-ken Chibu-mura
32528,隠岐の島町,Shimane-ken Okinoshima-cho
33100,岡山市,Okayama-ken Okayama-shi
33202,倉敷市,Okayama-ken Kurashiki-shi
33203,津山市,Okayama-ken Tsuyama-shi
33204,玉野市,Okayama-ken Tamano-shi
33205,笠岡市,Okayama-ken Kasaoka-shi
33207,井原市,Okayama-ken Ibara-shi
33208,総社市,Okayama-ken Soja-shi
33209,高梁市,Okayama-ken Takahashi-shi
33210,新見市,Okayama-ken Niimi-shi
33211,備前市,Okayama-ken Bizen-shi
33212,瀬戸内市,Okayama-ken Setouchi-shi
33213,赤磐市,Okayama-ken Akaiwa-shi
33214,真庭市,Okayama-ken Maniwa-shi
33215,美作市,Okayama-ken Mimasaka-shi
33216,浅口市,Okayama-ken Asakuchi-shi
33346,和気町,Okayama-ken Wake-cho
33423,早島町,Okayama-ken Hayashima-cho
33445,里庄町,Okayama-ken Satosho-cho
33461,矢掛町,Okayama-ken Yakage-cho
33586,新庄村,Okayama-ken Shinjo-son
33606,鏡野町,Okayama-ken Kagamino-cho
33622,勝央町,Okayama-ken Shoo-cho
33623,奈義町,Okayama-ken Nagi-cho
33643,西粟倉村,Okayama-ken Nishiawakura-son
33663,久米南町,Okayama-ken Kumenan-cho
33666,美咲町,Okayama-ken Misaki-cho
33681,吉備中央町,Okayama-ken Kibichuo-cho
34100,広島市,Hiroshima-ken Hiroshima-shi
34202,呉市,Hiroshima-ken Kure-shi
34203,竹原市,Hiroshima-ken Takehara-shi
34204,三原市,Hiroshima-ken Mihara-shi
34205,尾道市,Hiroshima-ken Onomichi-shi
34207,福山市,Hiroshima-ken Fukuyama-shi
34208,府中市,Hiroshima-ken Fuchu-shi
34209,三次市,Hiroshima-ken Miyoshi-shi
34210,庄原市,Hiroshima-ken Shobara-shi
34211,大竹市,Hiroshima-ken Otake-shi
34212,東広島市,Hiroshima-ken Higashihiroshima-shi
34213,廿日市市,Hiroshima-ken Hatsukaichi-shi
34214,安芸高田市,Hiroshima-ken Akitakata-shi
34215,江田島市,Hiroshima-ken Etajima-shi
34302,府中町,Hiroshima-ken Fuchu-cho
34304,海田町,Hiroshima-ken Kaita-cho
34307,熊野町,Hiroshima-ken Kumano-cho
34309,坂町,Hiroshima-ken Saka-cho
34368,安芸太田町,Hiroshima-ken Akiota-cho
34369,北広島町,Hiroshima-ken Kitahiroshima-cho
34431,大崎上島町,Hiroshima-ken Osakikamijima-cho
34462,世羅町,Hiroshima-ken Sera-cho
34545,神石高原町,Hiroshima-ken Jinsekikogen-cho
35201,下関市,Yamaguchi-ken Shimonoseki-shi
35202,宇部市,Yamaguchi-ken Ube-shi
35203,山口市,Yamaguchi-ken Yamaguchi-shi
35204,萩市,Yamaguchi-ken Hagi-shi
35206,防府市,Yamaguchi-ken Hofu-shi
35207,下松市,Yamaguchi-ken Kudamatsu-shi
35208,岩国市,Yamaguchi-ken Iwakuni-shi
35210,光市,Yamaguchi-ken Hikari-shi
35211,長門市,Yamaguchi-ken Nagato-shi
35212,柳井市,Yamaguchi-ken Yanai-shi
35213,美祢市,Yamaguchi-ken Mine-shi
35215,周南市,Yamaguchi-ken Shunan-shi
35216,山陽小野田市,Yamaguchi-ken Sanyoonoda-shi
35305,周防大島町,Yamaguchi-ken Suooshima-cho
35321,和木町,Yamaguchi-ken Waki-cho
35341,上関町,Yamaguchi-ken Kaminoseki-cho
35343,田布施町,Yamaguchi-ken Tabuse-cho
35344,平生町,Yamaguchi-ken Hirao-cho
35502,阿武町,Yamaguchi-ken Abu-cho
36201,徳島市,Tokushima-ken Tokushima-shi
36202,鳴門市,Tokushima-ken Naruto-shi
36203,小松島市,Tokushima-ken Komatsushima-shi
36204,阿南市,Tokushima-ken Anan-shi
36205,吉野川市,Tokushima-ken Yoshinogawa-shi
36206,阿波市,Tokushima-ken Awa-shi
36207,美馬市,Tokushima-ken Mima-shi
36208,三好市,Tokushima-ken Miyoshi-shi
36301,勝浦町,Tokushima-ken Katsuura-cho
36302,上勝町,Tokushima-ken Kamikatsu-cho
36321,佐那河内村,Tokushima-ken Sanagouchi-son
36341,石井町,Tokushima-ken Ishii-cho
36342,神山町,Tokushima-ken Kamiyama-cho
36368,那賀町,Tokushima-ken Naka-cho
36383,牟岐町,Tokushima-ken Mugi-cho
36387,美波町,Tokushima-ken Minami-cho
36388,海陽町,Tokushima-ken Kaiyo-cho
36401,松茂町,Tokushima-ken Matsushige-cho
36402,北島町,Tokushima-ken Kitajima-cho
36403,藍住町,Tokushima-ken Aizumi-cho
36404,板野町,Tokushima-ken Itano-cho
36405,上板町,Tokushima-ken Kamiita-cho
36468,つるぎ町,Tokushima-ken Tsurugi-cho
36489,東みよし町,Tokushima-ken Higashimiyoshi-cho
37201,高松市,Kagawa-ken Takamatsu-shi
37202,丸亀市,Kagawa-ken Marugame-shi
37203,坂出市,Kagawa-ken Sakaide-shi
37204,善通寺市,Kagawa-ken Zentsuji-shi
37205,観音寺市,Kagawa-ken Kanonji-shi
37206,さぬき市,Kagawa-ken Sanuki-shi
37207,東かがわ市,Kagawa-ken Higashikagawa-shi
37208,三豊市,Kagawa-ken Mitoyo-shi
37322,土庄町,Kagawa-ken Tonosho-cho
37324,小豆島町,Kagawa-ken Shodoshima-cho
37341,三木町,Kagawa-ken Miki-cho
37364,直島町,Kagawa-ken Naoshima-cho
37386,宇多津町,Kagawa-ken Utazu-cho
37387,綾川町,Kagawa-ken Ayagawa-cho
37403,琴平町,Kagawa-ken Kotohira-cho
37404,多度津町,Kagawa-ken Tadotsu-cho
37406,まんのう町,Kagawa-ken Manno-cho
38201,松山市,Ehime-ken Matsuyama-shi
38202,今治市,Ehime-ken Imabari-shi
38203,宇和島市,Ehime-ken Uwajima-shi
38204,八幡浜市,Ehime-ken Yawatahama-shi
38205,新居浜市,Ehime-ken Niihama-shi
38206,西条市,Ehime-ken Saijo-shi
38207,大洲市,Ehime-ken Ozu-shi
38210,伊予市,Ehime-ken Iyo-shi
38213,四国中央市,Ehime-ken Shikokuchuo-shi
38214,西予市,Ehime-ken Seiyo-shi
38215,東温市,Ehime-ken Toon-shi
38356,上島町,Ehime-ken Kamijima-cho
38386,久万高原町,Ehime-ken Kumakogen-cho
38401,松前町,Ehime-ken Masaki-cho
38402,砥部町,Ehime-ken Tobe-cho
38422,内子町,Ehime-ken Uchiko-cho
38442,伊方町,Ehime-ken Ikata-cho
38484,松野町,Ehime-ken Matsuno-cho
38488,鬼北町,Ehime-ken Kihoku-cho
38506,愛南町,Ehime-ken Ainan-cho
39201,高知市,Kochi-ken Kochi-shi
39202,室戸市,Kochi-ken Muroto-shi
39203,安芸市,Kochi-ken Aki-shi
39204,南国市,Kochi-ken Nankoku-shi
39205,土佐市,Kochi-ken Tosa-shi
39206,須崎市,Kochi-ken Susaki-shi
39208,宿毛市,Kochi-ken Sukumo-shi
39209,土佐清水市,Kochi-ken Tosashimizu-shi
39210,四万十市,Kochi-ken Shimanto-shi
39211,香南市,Kochi-ken Konan-shi
39212,香美市,Kochi-ken Kami-shi
39301,東洋町,Kochi-ken Toyo-cho
39302,奈半利町,Kochi-ken Nahari-cho
39303,田野町,Kochi-ken Tano-cho
39304,安田町,Kochi-ken Yasuda-cho
39305,北川村,Kochi-ken Kitagawa-mura
39306,馬路村,Kochi-ken Umaji-mura
39307,芸西村,Kochi-ken Geisei-mura
39341,本山町,Kochi-ken Motoyama-cho
39344,大豊町,Kochi-ken Otoyo-cho
39363,土佐町,Kochi-ken Tosa-cho
39364,大川村,Kochi-ken Okawa-mura
39386,いの町,Kochi-ken Ino-cho
39387,仁淀川町,Kochi-ken Niyodogawa-cho
39401,中土佐町,Kochi-ken Nakatosa-cho
39402,佐川町,Kochi-ken Sakawa-cho
39403,越知町,Kochi-ken Ochi-cho
39405,檮原町,Kochi-ken Yusuhara-cho
39410,日高村,Kochi-ken Hidaka-mura
39411,津野町,Kochi-ken Tsuno-cho
39412,四万十町,Kochi-ken Shimanto-cho
39424,大月町,Kochi-ken Otsuki-cho
39427,三原村,Kochi-ken Mihara-mura
39428,黒潮町,Kochi-ken Kuroshio-cho
40100,北九州市,Fukuoka-ken Kitakyushu-shi
40130,福岡市,Fukuoka-ken Fukuoka-shi
40202,大牟田市,Fukuoka-ken Omuta-shi
40203,久留米市,Fukuoka-ken Kurume-shi
40204,直方市,Fukuoka-ken Nogata-shi
40205,飯塚市,Fukuoka-ken Iizuka-shi
40206,田川市,Fukuoka-ken Tagawa-shi
40207,柳川市,Fukuoka-ken Yanagawa-shi
40210,八女市,Fukuoka-ken Yame-shi
40211,筑後市,Fukuoka-ken Chikugo-shi
40212,大川市,Fukuoka-ken Okawa-shi
40213,行橋市,Fukuoka-ken Yukuhashi-shi
40214,豊前市,Fukuoka-ken Buzen-shi
40215,中間市,Fukuoka-ken Nakama-shi
40216,小郡市,Fukuoka-ken Ogori-shi
40217,筑紫野市,Fukuoka-ken Chikushino-shi
40218,春日市,Fukuoka-ken Kasuga-shi
40219,大野城市,Fukuoka-ken Onojo-shi
40220,宗像市,Fukuoka-ken Munakata-shi
40221,太宰府市,Fukuoka-ken Dazaifu-shi
40223,古賀市,Fukuoka-ken Koga-shi
40224,福津市,Fukuoka-ken Fukutsu-shi
40225,うきは市,Fukuoka-ken Ukiha-shi
40226,宮若市,Fukuoka-ken Miyawaka-shi
40227,嘉麻市,Fukuoka-ken Kama-shi
40228,朝倉市,Fukuoka-ken Asakura-shi
40229,みやま市,Fukuoka-ken Miyama-shi
40230,糸島市,Fukuoka-ken Itoshima-shi
40305,那珂川町,Fukuoka-ken Nakagawa-machi
40341,宇美町,Fukuoka-ken Umi-machi
40342,篠栗町,Fukuoka-ken Sasaguri-machi
40343,志免町,Fukuoka-ken Shime-machi
40344,須恵町,Fukuoka-ken Sue-machi
40345,新宮町,Fukuoka-ken Shingu-machi
40348,久山町,Fukuoka-ken Hisayama-machi
40349,粕屋町,Fukuoka-ken Kasuya-machi
40381,芦屋町,Fukuoka-ken Ashiya-machi
40382,水巻町,Fukuoka-ken Mizumaki-machi
40383,岡垣町,Fukuoka-ken Okagaki-machi
40384,遠賀町,Fukuoka-ken Onga-cho
40401,小竹町,Fukuoka-ken Kotake-machi
40402,鞍手町,Fukuoka-ken Kurate-machi
40421,桂川町,Fukuoka-ken Keisen-machi
40447,筑前町,Fukuoka-ken Chikuzen-machi
40448,東峰村,Fukuoka-ken Toho-mura
40503,大刀洗町,Fukuoka-ken Tachiarai-machi
40522,大木町,Fukuoka-ken Oki-machi
40544,広川町,Fukuoka-ken Hirokawa-machi
40601,香春町,Fukuoka-ken Kawara-machi
40602,添田町,Fukuoka-ken Soeda-machi
40604,糸田町,Fukuoka-ken Itoda-machi
40605,川崎町,Fukuoka-ken Kawasaki-machi
40608,大任町,Fukuoka-ken Oto-machi
40609,赤村,Fukuoka-ken Aka-mura
40610,福智町,Fukuoka-ken Fukuchi-machi
40621,苅田町,Fukuoka-ken Kanda-machi
40625,みやこ町,Fukuoka-ken Miyako-machi
40642,吉富町,Fukuoka-ken Yoshitomi-machi
40646,上毛町,Fukuoka-ken Koge-machi
40647,築上町,Fukuoka-ken Chikujo-machi
41201,佐賀市,Saga-ken Saga-shi
41202,唐津市,Saga-ken Karatsu-shi
41203,鳥栖市,Saga-ken Tosu-shi
41204,多久市,Saga-ken Taku-shi
41205,伊万里市,Saga-ken Imari-shi
41206,武雄市,Saga-ken Takeo-shi
41207,鹿島市,Saga-ken Kashima-shi
41208,小城市,Saga-ken Ogi-shi
41209,嬉野市,Saga-ken Ureshino-shi
41210,神埼市,Saga-ken Kanzaki-shi
41327,吉野ヶ里町,Saga-ken Yoshinogari-cho
41341,基山町,Saga-ken Kiyama-cho
41345,上峰町,Saga-ken Kamimine-cho
41346,みやき町,Saga-ken Miyaki-cho
41387,玄海町,Saga-ken Genkai-cho
41401,有田町,Saga-ken Arita-cho
41423,大町町,Saga-ken Omachi-cho
41424,江北町,Saga-ken Kohoku-machi
41425,白石町,Saga-ken Shiroishi-cho
41441,太良町,Saga-ken Tara-cho
42201,長崎市,Nagasaki-ken Nagasaki-shi
42202,佐世保市,Nagasaki-ken Sasebo-shi
42203,島原市,Nagasaki-ken Shimabara-shi
42204,諫早市,Nagasaki-ken Isahaya-shi
42205,大村市,Nagasaki-ken Omura-shi
42207,平戸市,Nagasaki-ken Hirado-shi
42208,松浦市,Nagasaki-ken Matsuura-shi
42209,対馬市,Nagasaki-ken Tsushima-shi
42210,壱岐市,Nagasaki-ken Iki-shi
42211,五島市,Nagasaki-ken Goto-shi
42212,西海市,Nagasaki-ken Saikai-shi
42213,雲仙市,Nagasaki-ken Unzen-shi
42214,南島原市,Nagasaki-ken Minamishimabara-shi
42307,長与町,Nagasaki-ken Nagayo-cho
42308,時津町,Nagasaki-ken Togitsu-cho
42321,東彼杵町,Nagasaki-ken Higashisonogi-cho
42322,川棚町,Nagasaki-ken Kawatana-cho
42323,波佐見町,Nagasaki-ken Hasami-cho
42383,小値賀町,Nagasaki-ken Ojika-cho
42391,佐々町,Nagasaki-ken Saza-cho
42411,新上五島町,Nagasaki-ken Shinkamigoto-cho
43100,熊本市,Kumamoto-ken Kumamoto-shi
43202,八代市,Kumamoto-ken Yatsushiro-shi
43203,人吉市,Kumamoto-ken Hitoyoshi-shi
43204,荒尾市,Kumamoto-ken Arao-shi
43205,水俣市,Kumamoto-ken Minamata-shi
43206,玉名市,Kumamoto-ken Tamana-shi
43208,山鹿市,Kumamoto-ken Yamaga-shi
43210,菊池市,Kumamoto-ken Kikuchi-shi
43211,宇土市,Kumamoto-ken Uto-shi
43212,上天草市,Kumamoto-ken Kamiamakusa-shi
43213,宇城市,Kumamoto-ken Uki-shi
43214,阿蘇市,Kumamoto-ken Aso-shi
43215,天草市,Kumamoto-ken Amakusa-shi
43216,合志市,Kumamoto-ken Koshi-shi
43348,美里町,Kumamoto-ken Misato-machi
43364,玉東町,Kumamoto-ken Gyokuto-machi
43367,南関町,Kumamoto-ken Nankan-machi
43368,長洲町,Kumamoto-ken Nagasu-machi
43369,和水町,Kumamoto-ken Nagomi-machi
43403,大津町,Kumamoto-ken Ozu-machi
43404,菊陽町,Kumamoto-ken Kikuyo-machi
43423,南小国町,Kumamoto-ken Minamioguni-machi
43424,小国町,Kumamoto-ken Oguni-machi
43425,産山村,Kumamoto-ken Ubuyama-mura
43428,高森町,Kumamoto-ken Takamori-machi
43432,西原村,Kumamoto-ken Nishihara-mura
43433,南阿蘇村,Kumamoto-ken Minamiaso-mura
43441,御船町,Kumamoto-ken Mifune-machi
43442,嘉島町,Kumamoto-ken Kashima-machi
43443,益城町,Kumamoto-ken Mashiki-machi
43444,甲佐町,Kumamoto-ken Kosa-machi
43447,山都町,Kumamoto-ken Yamato-cho
43468,氷川町,Kumamoto-ken Hikawa-cho
43482,芦北町,Kumamoto-ken Ashikita-machi
43484,津奈木町,Kumamoto-ken Tsunagi-machi
43501,錦町,Kumamoto-ken Nishiki-machi
43505,多良木町,Kumamoto-ken Taragi-machi
43506,湯前町,Kumamoto-ken Yunomae-machi
43507,水上村,Kumamoto-ken Mizukami-mura
43510,相良村,Kumamoto-ken Sagara-mura
43511,五木村,Kumamoto-ken Itsuki-mura
43512,山江村,Kumamoto-ken Yamae-mura
43513,球磨村,Kumamoto-ken Kuma-mura
43514,あさぎり町,Kumamoto-ken Asagiri-cho
43531,苓北町,Kumamoto-ken Reihoku-machi
44201,大分市,Oita-ken Oita-shi
44202,別府市,Oita-ken Beppu-shi
44203,中津市,Oita-ken Nakatsu-shi
44204,日田市,Oita-ken Hita-shi
44205,佐伯市,Oita-ken Saiki-shi
44206,臼杵市,Oita-ken Usuki-shi
44207,津久見市,Oita-ken Tsukumi-shi
44208,竹田市,Oita-ken Taketa-shi
44209,豊後高田市,Oita-ken Bungotakada-shi
44210,杵築市,Oita-ken Kitsuki-shi
44211,宇佐市,Oita-ken Usa-shi
44212,豊後大野市,Oita-ken Bungoono-shi
44213,由布市,Oita-ken Yufu-shi
44214,国東市,Oita-ken Kunisaki-shi
44322,姫島村,Oita-ken Himeshima-mura
44341,日出町,Oita-ken Hiji-machi
44461,九重町,Oita-ken Kokonoe-machi
44462,玖珠町,Oita-ken Kusu-machi
45201,宮崎市,Miyazaki-ken Miyazaki-shi
45202,都城市,Miyazaki-ken Miyakonojo-shi
45203,延岡市,Miyazaki-ken Nobeoka-shi
45204,日南市,Miyazaki-ken Nichinan-shi
45205,小林市,Miyazaki-ken Kobayashi-shi
45206,日向市,Miyazaki-ken Hyuga-shi
45207,串間市,Miyazaki-ken Kushima-shi
45208,西都市,Miyazaki-ken Saito-shi
45209,えびの市,Miyazaki-ken Ebino-shi
45341,三股町,Miyazaki-ken Mimata-cho
45361,高原町,Miyazaki-ken Takaharu-cho
45382,国富町,Miyazaki-ken Kunitomi-cho
45383,綾町,Miyazaki-ken Aya-cho
45401,高鍋町,Miyazaki-ken Takanabe-cho
45402,新富町,Miyazaki-ken Shintomi-cho
45403,西米良村,Miyazaki-ken Nishimera-son
45404,木城町,Miyazaki-ken Kijo-cho
45405,川南町,Miyazaki-ken Kawaminami-cho
45406,都農町,Miyazaki-ken Tsuno-cho
45421,門川町,Miyazaki-ken Kadogawa-cho
45429,諸塚村,Miyazaki-ken Morotsuka-son
45430,椎葉村,Miyazaki-ken Shiiba-son
45431,美郷町,Miyazaki-ken Misato-cho
45441,高千穂町,Miyazaki-ken Takachiho-cho
45442,日之影町,Miyazaki-ken Hinokage-cho
45443,五ヶ瀬町,Miyazaki-ken Gokase-cho
46201,鹿児島市,Kagoshima-ken Kagoshima-shi
46203,鹿屋市,Kagoshima-ken Kanoya-shi
46204,枕崎市,Kagoshima-ken Makurazaki-shi
46206,阿久根市,Kagoshima-ken Akune-shi
46208,出水市,Kagoshima-ken Izumi-shi
46210,指宿市,Kagoshima-ken Ibusuki-shi
46213,西之表市,Kagoshima-ken Nishinoomote-shi
46214,垂水市,Kagoshima-ken Tarumizu-shi
46215,薩摩川内市,Kagoshima-ken Satsumasendai-shi
46216,日置市,Kagoshima-ken Hioki-shi
46217,曽於市,Kagoshima-ken So-shi
46218,霧島市,Kagoshima-ken Kirishima-shi
46219,いちき串木野市,Kagoshima-ken Ichikikushikino-shi
46220,南さつま市,Kagoshima-ken Minamisatsuma-shi
46221,志布志市,Kagoshima-ken Shibushi-shi
46222,奄美市,Kagoshima-ken Amami-shi
46223,南九州市,Kagoshima-ken Minamikyusyu-shi
46224,伊佐市,Kagoshima-ken Isa-shi
46225,姶良市,Kagoshima-ken Aira-shi
46303,三島村,Kagoshima-ken Mishima-mura
46304,十島村,Kagoshima-ken Toshima-mura
46392,さつま町,Kagoshima-ken Satsuma-cho
46404,長島町,Kagoshima-ken Nagashima-cho
46452,湧水町,Kagoshima-ken Yusui-cho
46468,大崎町,Kagoshima-ken Osaki-cho
46482,東串良町,Kagoshima-ken Higashikushira-cho
46490,錦江町,Kagoshima-ken Kinko-cho
46491,南大隅町,Kagoshima-ken Minamiosumi-cho
46492,肝付町,Kagoshima-ken Kimotsuki-cho
46501,中種子町,Kagoshima-ken Nakatane-cho
46502,南種子町,Kagoshima-ken Minamitane-cho
46505,屋久島町,Kagoshima-ken Yakushima-cho
46523,大和村,Kagoshima-ken Yamato-son
46524,宇検村,Kagoshima-ken Uken-son
46525,瀬戸内町,Kagoshima-ken Setouchi-cho
46527,龍郷町,Kagoshima-ken Tatsugo-cho
46529,喜界町,Kagoshima-ken Kikai-cho
46530,徳之島町,Kagoshima-ken Tokunoshima-cho
46531,天城町,Kagoshima-ken Amagi-cho
46532,伊仙町,Kagoshima-ken Isen-cho
46533,和泊町,Kagoshima-ken Wadomari-cho
46534,知名町,Kagoshima-ken China-cho
46535,与論町,Kagoshima-ken Yoron-cho
47201,那覇市,Okinawa-ken Naha-shi
47205,宜野湾市,Okinawa-ken Ginowan-shi
47207,石垣市,Okinawa-ken Ishigaki-shi
47208,浦添市,Okinawa-ken Urasoe-shi
47209,名護市,Okinawa-ken Nago-shi
47210,糸満市,Okinawa-ken Itoman-shi
47211,沖縄市,Okinawa-ken Okinawa-shi
47212,豊見城市,Okinawa-ken Tomigusuku-shi
47213,うるま市,Okinawa-ken Uruma-shi
47214,宮古島市,Okinawa-ken Miyakojima-shi
47215,南城市,Okinawa-ken Nanjo-shi
47301,国頭村,Okinawa-ken Kunigami-son
47302,大宜味村,Okinawa-ken Ogimi-son
47303,東村,Okinawa-ken Higashi-son
47306,今帰仁村,Okinawa-ken Nakijin-son
47308,本部町,Okinawa-ken Motobu-cho
